Compound_Name,(-)-Caryophyllene oxide,.alpha.-Amyrin,.beta.-Cryptoxanthin,.beta.-Sitosterol,"4,4-Dimethylcholest-8(9),24-dien-3.beta.-ol","8'-Apo-.beta.-carotenal, all-trans-",AEG(o-30:2),AEG(o-32:2),AEG(o-34:4),AEG(o-34:5),AEG(o-36:6),Antheraxanthin,Cer(24:1),Cycloartenol acetate,DG(16:0),DG(18:3),DG(20:1),DG(24:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DG(38:3),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),DGTS(34:5),Diadinochrome,Fucosterol,GalCer(d36:3),GalCer(d38:3),Ginsenoside F1,L-alpha-phosphatidyl choline,LPC(16:0),LPC(18:3),LPE(16:0),Lanosterol,Lupeol,Lutein,Lycopene,MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),"NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester,(9Z,12Z,15Z)-",Nostoxanthin,PA(34:2),PC(18:2),PC(18:3),PC(32:0),PC(32:2),PC(32:3),PC(33:2),PC(33:3),PC(34:0),PC(34:1),PC(34:2),PC(34:3),PC(35:3),PC(36:1),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(36:6),PC(38:2),PC(38:3),PC(38:5),PC(38:6),PC(42:2),PE(16:0),PE(18:2),PE(24:0),PE(34:0),PE(34:1),PE(34:2),PE(34:3),PE(36:2),PE(36:3),PE(36:4),PE(36:5),PE(36:6),PG(16:0),PG(34:1),PS(36:2),Palmitoyl ethanolamide,Panaxatriol,Phytosphingosine,SQDG(30:0),SQDG(32:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),Stearoyl ethanolamide,Sumaresinolic acid,TG(24:0),TG(28:0),TG(30:0),TG(34:0),TG(36:0),TG(38:0),TG(40:0),TG(42:0),TG(42:1),TG(44:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(52:7),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(56:9),TG(58:1),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(58:6),TG(60:4),TG(60:5),TG(60:6),Ubidecarenone,Ubiquinone 9,Vitamin K1,Zeaxanthin,alpha-Tocopherol,beta-Carotene,beta-Zeacarotene,gamma-sitosterol,gibberellic acid,FA(18:4),FA(22:0) amide,FA(22:1),FA(22:1) amide,Oxo fatty acid (18:3),Hydroperoxy fatty acid (18:3),"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid"
PI533989,63447.26968,480763.3337,891146.9655,910044.5464,88862.86509,40754.8105,13956.69967,640985.6588,1082009.761,600226.0423,38269.54539,622523.3892,34645.63398,751120.763,89017.85367,16523138.61,4097052.164,2636687.871,1731622.331,2117138.435,3049384.041,48478.96548,88374.83206,357981.4308,1655303.92,825772.6542,1512584.052,9766.318457,327376.1551,1184331.541,10157405.64,308682.8327,2857577.588,778572.5838,27706952.6,1585.238252,535933.6892,149072.7925,361090.6286,290758.0996,36224.92878,184719.5534,241525.3855,79215.66325,45386.69004,875718.3784,580348.116,855872.0656,1325948.922,682931.3023,291721.1169,868121.4795,102780.8053,2007909.163,13538.57184,38268.38387,4182708.176,2731150.85,6057647.648,90169140.93,153294.3408,1320001.715,116310.8408,81750.84635,1266575.578,712631.2885,202486.7255,114672.969,147953.6414,271280.2444,12223349.16,4922829.363,17377263.91,9678033.304,73876.34329,545086.0689,1772310.55,1214188.346,2048996.983,6050484.949,927516.8938,16708.82908,20310.30155,33841.39237,87176.87827,21645.32462,22693.34259,17588.25458,265622.4134,88731.22157,1737043.731,9733082.843,3047527.33,738448.0547,292070.1908,3019166.786,1104010.827,82818.98339,291094.4014,738709.7626,15215.95268,47489.20905,79998.20968,378168.9337,16124.40592,1270356.884,30142.35915,232259.9678,2377097.608,11001.98519,186449.1907,87265.46547,226624.1797,1018288.937,6447.890251,7514.624821,455633.5565,181121.6235,36329.46088,62042.44943,278906.0051,146260.5982,58209.45904,100738.4302,18031.42751,18569.85034,37724.17841,56914.97555,56040.36588,24604.38855,2157.074661,109966.1483,73895.98545,24647.33622,4162.731456,1780.83084,4509.861531,163782.8744,265278.8276,119685.1303,13270.34473,11649.11138,6433.404624,68287.30025,297224.9766,608230.8,1106724.039,1628446.294,1315506.468,25385.14398,13741.77639,106822.4908,307229.0774,861824.9937,2314896.875,2006014.435,7390285.185,3912822.033,1822551.73,74514.84288,5828.349745,5883.053186,19547.41421,26229.43838,196506.989,26242.06036,11543.60278,1410.577755,2609.820727,2029.22702,2854.770632,2720.752369,2057.830182,3697.005993,3906.263542,3189.754888,99126.13292,259197.1862,137547.1685,1278665.281,258617.6276,6557114.134,498926.7886,40880.12668,103818.3629,224884.6782,5047.134919,30632.67793,684408.5783,627199.9658,222939.5753,105400.1355
PI585295,56794.43456,1006510.473,1297433.451,1514753.307,212530.2789,35204.28766,36201.51707,989837.8081,1514405.994,1514897.16,128956.3342,1119638.305,34820.89628,770836.618,51.18560467,29308530.17,4202884.906,2557943.752,2212805.142,2408141.44,3930444.099,67981.69115,77808.94046,357277.5308,1976957.28,1046952.577,2100714.105,8723.828275,538488.667,1462691.345,17798252.79,297921.0613,3618713.556,1044161.82,47030086.43,1575.386758,880049.1284,287576.638,429395.428,365756.9376,42112.56202,234813.0192,307855.9671,122898.7706,26905.18125,1150191.443,1068774.497,1605933.649,2594656.123,864150.818,403659.4318,1021858.159,117573.5766,3546367.407,4060.449099,33425.75634,6872785.73,3291118.043,8432025.37,158596851.2,242534.7298,3018836.558,67598.19069,86296.29787,6152201.556,1438981.039,337878.7602,239944.7124,262251.9319,440009.5906,30049626.13,10290163.58,42714597.15,27227387.11,252432.5616,1029221.889,4091210.936,2667479.708,7878604.418,20495950.63,4432764.195,16063.4215,48124.65499,78586.58856,378226.1327,63601.23393,13452.59078,18679.93742,316526.268,85018.4693,3852452.016,18766859.22,6945685.412,1335306.224,450570.2846,7887202.422,3429750.734,263869.2256,696093.6489,1096228.091,34606.30749,37256.65678,75570.70748,257190.0538,24069.20489,1846279.786,41990.86152,168204.7543,5104588.735,32086.06208,318724.7382,123604.1629,361859.5205,2808372.552,3939.830687,8442.537437,417.8526633,14.07325946,559.2266533,20926.85015,180888.7375,89652.06958,44464.70327,82077.42852,2736.892145,23736.47197,49643.26005,106684.2646,101599.4769,27750.19921,3315.278319,189484.7523,65480.45126,43610.48795,5556.17875,1411.763938,10683.83632,242909.2082,261732.4276,103231.5524,16801.75425,7228.26337,4937.121433,97544.66441,325360.8127,448651.8009,822703.8663,1207597.811,1107216.757,33318.27664,21023.48951,107863.7307,242141.7223,632503.6197,1894114.612,1871966.336,9026406.115,5124055.771,2970656.153,25151.04572,6839.71113,3273.101866,19014.32626,22673.77366,185466.2041,24748.08855,13635.63683,2789.652181,5385.300137,1500.716399,2213.991266,1802.713043,1603.314395,2316.257522,3246.243465,2156.548526,101266.8601,356100.0389,181078.8298,2423079.376,631076.5713,11506055.48,1021613.219,24562.31946,114723.6031,277828.1051,4618.700373,31364.53745,698417.7798,412620.6772,123205.6644,59074.44595
PI576339,72094.31588,942057.8769,1238795.61,574666.6968,48928.11898,40064.82401,15417.97306,759461.5932,1048523.945,922899.076,24527.56711,783484.282,35022.52471,523880.6092,44160.22919,23259365.2,4057512.443,2456006.383,1706953.484,2106107.713,3399315.434,55168.87597,80435.39338,334892.6858,1549181.387,859806.3101,1929384.654,9053.338411,446116.47,1382521.104,13719330.92,322762.589,2996769.618,724339.7672,37771296.41,1606.868681,665360.7535,113851.8197,442579.8011,360980.7848,84771.18596,422351.1225,474236.794,118465.8125,64528.22445,915547.1091,973768.0177,982192.259,1512216.871,708963.1259,332223.1571,858120.2456,92080.61513,2913033.822,8770.774222,21291.09378,5457964.626,2413302.28,5323560.114,123823547,201190.4197,1752788.785,200566.6258,88391.5604,2256935.944,1243163.129,251021.9662,306983.2586,215933.3137,221475.7228,28006568.26,9833573.956,39320901.38,23678676.26,143114.243,683771.1457,3564976.6,2001932.415,4590908.125,17880648.96,1682359.885,16970.77802,35002.47715,58800.06123,143471.9917,52763.62767,32264.10952,18526.57692,269330.0616,70003.68706,2110767.346,13760621.47,3915519.78,933849.8888,240859.4907,4208243.245,1871978.9,134714.4379,484208.0707,933968.9053,33706.11076,50778.41308,214653.474,168168.1686,18181.53571,1456306.757,28640.55849,171721.639,3467442.362,22708.63039,225972.1811,90873.96365,246181.3207,1622176.181,4098.183041,30612.11367,123970.4119,49910.91259,21720.75115,36821.95812,183274.2671,72089.97387,41018.91332,69418.88095,7893.114734,23298.70658,24992.83451,69417.60274,88144.59555,54424.42271,3681.128287,112615.9877,124816.8252,60704.13913,8750.243864,1943.026626,4280.022494,179273.3744,273804.0221,133847.9319,12366.08265,10209.90244,3578.747382,62562.06178,229698.9161,465885.1366,912109.4045,1446417.325,1280204.861,20722.7414,23576.95264,148930.1782,335664.3784,858682.6935,1384279.244,1444392.851,5610360.206,3288092.929,1701270.311,42447.4102,11836.27397,8595.654307,18994.76353,22742.01333,142286.161,20044.22048,9924.688139,3505.35381,8884.186561,3673.526476,3787.137377,1934.011423,1879.100254,3863.118398,5459.14576,3615.363734,93044.98319,282032.4708,158840.4637,1450216.695,381476.2969,9561732.558,713761.5979,37066.13788,69248.91321,240885.6119,3322.110702,160995.6128,783350.069,446865.7791,146058.7042,73148.83791
PI656060,29989.02829,609172.6379,1379591.794,510726.5381,42956.1815,39136.17771,34117.10587,803385.7627,1337877.486,1353336.297,154375.356,765010.9655,35081.83204,332174.6414,51.18560467,27270278.36,4208881.587,2492837.444,2023800.503,1998845.546,2972589.498,65298.56795,66333.2072,310511.3213,1707824.709,832053.4684,1828020.269,6074.22666,481376.9315,1344653.087,17445151.61,249282.5874,3143765.324,838581.4093,41583215.31,1350.058272,743839.4422,91971.3809,357868.1006,322007.4234,48629.80145,234667.6191,293842.3291,119007.7105,23265.49414,597262.3239,629297.2499,1292045.756,2418483.743,771801.7626,387469.2012,956082.0138,95155.29625,3360203.568,3377.145336,53193.41405,7858725.384,2813835.797,6770113.836,150735204.6,274121.5922,2440555.735,24636.03658,88993.37521,4494948.551,1053887.611,192964.5381,204476.4667,199497.9319,325031.8483,22925045.91,11256789.11,32185700.75,22313069.52,149498.5239,742987.9363,3921579.89,2067732.949,5983050.579,18236718.51,3240108.322,17511.55314,46506.90668,53796.33207,218597.5978,63849.73444,11632.74724,16310.6006,283432.3683,77005.4737,3136571.05,15411163.22,5640545.149,1149047.302,357951.4777,6503743.418,2624090.133,190553.7879,585266.5041,1074720.723,17607.35347,33442.96203,124401.4774,197551.0135,27741.06608,1757568.966,46931.15453,205627.9262,4509686.626,25293.11527,267725.8871,102395.2817,303488.0764,2222375.074,2426.210116,19812.26678,417.8526633,14.07325946,559.2266533,9411.159335,123295.1479,47306.42972,31575.49624,47123.63293,2206.49472,15202.45777,23654.42044,58648.47399,60783.07721,23093.6278,1563.769562,113128.4679,51767.92264,16507.74887,6469.617554,1115.494583,6530.978007,144913.1964,172766.5641,64078.73896,8483.662835,4501.741488,3551.592541,62932.52825,212920.0811,345091.9287,600206.6933,852549.3862,777434.3006,11489.39451,14855.21538,77718.81123,195074.053,497412.7042,1266757.748,1275447.732,5811435.812,2826399.13,1676055.012,20709.99279,5300.900733,3852.047197,13954.62231,12853.80388,120792.6086,18407.60338,7101.615487,1872.820986,3165.327844,1383.313405,1697.745324,1665.01912,1370.855762,3104.700916,2736.087561,2039.787172,87889.84587,337970.255,230947.9598,1924314.82,519517.4059,10908680.28,935687.3016,21630.86751,98287.05213,136826.3622,6756.376148,35842.69154,798591.6817,265444.0547,85554.48836,43469.33847
PI656017,46855.26674,882019.8772,1030911.972,760219.4298,74292.64371,40483.79769,112874.0422,943856.4912,1212361.842,1169341.617,45449.1553,961785.2947,35232.549,602914.5286,9083.794936,25664873.17,4055888.451,2540495.475,1985536.986,2124613.973,3688816.588,48922.08773,73800.3623,341208.4111,1663658.316,960903.1659,1916939.824,4879.865973,487168.8244,1188958.294,15315283.5,240552.1741,2860691.423,825496.1551,43392520.8,1475.571196,845834.5232,137290.1466,394015.0836,338060.918,59673.95777,324233.8444,379203.0076,194918.4216,27281.45548,1039545.951,921427.6216,1469525.313,1522107.456,761197.3291,357624.6093,883470.0806,103409.8117,3069686.233,6392.303217,60585.84098,6110921.516,3019622.473,6630307.838,141082526,233821.6351,2426782.372,147035.1764,110367.597,3144813.054,1360733.049,210574.2635,285467.8941,218615.4924,305531.1092,19981150.09,9332403.725,27684796.29,26852234.53,186190.0723,744929.3692,3085003.714,2116737.669,5155874.316,22603901.48,2206373.357,74213.46104,71691.78528,62117.75007,143276.1986,37086.28564,13640.72774,16767.50074,293987.1884,88476.2122,2641902.296,17305725.97,4391244.033,1081309.575,309398.1813,5236291.172,2517322.061,207214.7126,592360.0282,1224790.896,40755.05147,48964.81886,140543.7354,228970.2558,20269.45145,1726795.977,36882.49959,151219.8436,3902880.85,22387.3331,238979.804,103109.8712,254443.8519,1921863.212,3631.412439,14108.44514,51150.22548,17673.12395,20496.44801,65761.97364,393164.2646,161176.5577,60752.53509,117448.4898,6109.814708,32515.51175,36798.53601,81522.49934,102581.5652,54402.64072,2163.17036,120171.9112,164050.2882,109922.804,10864.9575,1406.887309,3094.226337,229560.1683,298287.5835,134749.6798,12124.33871,8126.597383,6243.40721,66080.23191,293947.4763,518448.739,1003511.288,1479415.933,1291062.913,26420.6584,31628.94523,195928.4145,600967.9156,1044110.342,2228350.478,1816917.36,7026460.751,4311932.197,2300479.111,48392.11426,24127.0813,15299.08425,33468.86949,31230.01725,175266.4903,24359.57682,14261.96426,5700.590093,19122.35555,3650.92024,5197.787386,2374.250885,2049.758349,4168.519159,6192.525554,2756.884544,121948.8025,390651.677,174174.0991,2239754.68,1478185.331,10823210.11,842407.8075,49239.48003,102831.307,178410.2419,4893.790971,36931.3193,788175.6285,302425.8947,96570.15178,49238.49604
PI656108,39120.59636,886825.1468,1040060.699,1490408.317,152227.4044,24398.96427,222967.1749,713061.8155,1168734.71,786566.0306,32000.30478,720155.139,35473.97943,604711.8103,8066.346344,20074037.06,4238830.592,2703353.841,1704383.491,2417932.835,7114962.763,45679.57792,118195.9267,380851.0376,1613925.482,1245847.933,3337364.429,29846.1484,403792.3582,1937560.635,12140761.67,507672.4891,3051583.518,1322691.523,37407466.11,2777.719796,623610.1332,270286.6816,397398.9687,356941.0033,66988.13802,809557.904,289931.9353,111986.4383,36002.41241,944487.3641,924313.428,1107278.672,892593.8576,797470.4964,318560.9861,931767.3185,85441.23998,2387023.36,5752.397141,52867.23541,3969499.907,2077424.78,6309004.691,105634729.6,128711.7924,2041597.945,23737.10385,46445.28241,4186688.852,536640.8137,162717.1012,151089.5696,186855.6007,192196.349,12277940.88,4841836.989,16740588.57,23297092.19,172134.4394,883948.4707,1290941.915,1778328.734,3674922.706,5547230.014,3627059.805,162042.2767,178826.9928,12410.81119,30091.39068,48718.82857,18001.2035,13337.15381,301085.5025,71805.23115,2408594.462,9130616.382,7798637.311,1164284.677,304910.8183,4877082.875,1921732.193,259923.5569,340185.4343,720735.2159,25149.56263,45096.25543,111585.5631,214623.166,19894.29881,1363537.875,35445.62745,312844.9809,3204406.629,16473.4128,244789.0153,111513.5542,323112.061,1440611.35,4634.544908,19034.78784,42408.29685,23456.67974,13713.07297,14489.42799,132206.3537,34628.25774,8788.733338,27230.38042,2104.311495,10714.80709,15438.89149,65293.12887,63378.78659,17893.33953,1337.941193,116923.3052,92976.91909,74426.66886,17009.31083,991.4097417,1698.486624,199700.2807,550065.9428,490135.6926,52666.8763,31395.71543,32892.69089,71986.70133,390267.2776,892905.3998,2348423.026,6205474.518,8070676.207,91086.85035,27747.80081,184566.7753,564129.9527,1715493.709,5363975.324,2677790.254,11288711.7,15260832.04,12154092.46,69952.64728,17928.03079,8426.137454,153230.5455,345501.0929,433372.6397,73699.45219,47464.84281,1837.103963,11948.65166,7453.22445,7726.930924,10577.01385,7666.352204,9151.974586,17277.49586,19554.68415,111224.8752,403167.8605,202089.3516,1674208.914,539607.6983,8072513.486,622498.608,6115.960227,95657.36298,161384.9793,4404.474158,46532.26689,826386.9483,618181.5922,231014.8262,103672.695
PI597976,75833.2491,1065439.417,1505785.639,1291413.913,166344.3357,60666.49859,20094.99945,852319.5622,2073139.898,1413062.818,173083.5358,815342.5939,35571.10707,782164.7656,183996.6861,25767535.45,3942456.633,2695688.101,3325567.49,3497554.074,4110874.477,89612.18964,157353.3616,637327.3712,3207898.937,1205845.656,2591836.179,12747.16166,609730.0414,1853995.013,17355594.72,386648.556,5068027.072,1070746.392,43113449.17,2089.447282,928400.7994,235398.868,490996.3553,477977.9385,215150.6752,217725.4612,389725.016,158134.4288,40640.1036,1386367.458,1116888.855,1169107.214,2257007.296,1011260.133,468872.7781,1130120.917,164559.1569,3332569.461,9235.268099,62805.01315,7038912.372,4692862.482,9962838.482,137820116,345479.9597,2313469.69,165125.174,182525.5291,2099077.662,1648950.706,297672.2313,196666.257,279797.3034,588286.3992,23710077.17,9153551.164,33485670.63,16441066.44,131825.2033,1103368.405,4232044.874,3728277.936,5995837.666,11930160.95,1660574.001,21773.51815,77760.85971,104740.0884,187731.0771,74189.94341,20320.05194,31862.3745,370790.4543,104037.0305,3697648.56,18725950.65,4864677.603,1326202.388,560854.8021,6748899.157,2182647.47,131928.1383,610671.0223,1234304.012,47707.07285,60281.48439,545757.6126,241878.8687,15589.57314,1957472.648,77807.03431,335889.3997,5619652.041,48955.36254,466108.2775,179291.3801,498976.3536,3050790.524,7623.521136,41195.29321,597226.213,263636.3726,102071.5601,144224.1186,465438.4038,240460.857,97540.63045,146791.9748,6661.569794,37710.43995,21330.93452,90182.59195,105561.5286,56092.27113,3001.750319,144970.551,149942.8455,122750.6532,8059.305921,2608.997544,8906.115495,192021.4846,262183.8515,111275.0788,20420.9322,8415.413214,2863.032199,62778.72607,212741.9149,528670.6736,1131883.062,1313575.137,861094.3607,23888.72395,26836.7733,93833.73732,464236.4782,1226271.935,3205143.743,2913942.324,7809700.123,3798172.265,1511608.167,530650.8057,18646.29583,16064.69397,31382.01051,54168.20428,276975.6954,24309.65281,10794.41588,6354.521021,9832.806973,3516.87233,3244.193267,2432.828886,1935.879697,3891.895753,6207.121644,3641.249532,115363.2432,432572.9082,228060.4572,1732547.857,296260.1921,10975647.73,678014.1703,20362.35164,98139.33187,153195.7285,3649.757697,91218.25519,3591612.162,268504.9982,86182.88385,44135.96784
PI534053,57799.56574,1590785.013,1105244.518,1261596.46,114911.7473,18260.38754,30111.4734,705737.6029,1008875.66,1012964.704,48428.35529,842256.295,35595.15014,1315883.404,51.18560467,24569629.06,4252524.076,2590318.102,1808493.77,1877990.167,3115644.472,34636.94707,85007.16519,414210.2965,1619600.015,763143.7622,1859214.784,7262.481399,466562.3262,1198685.932,13084804.38,352393.3049,3081114.601,789118.7115,39846607.66,2642.347601,648272.5687,170619.9778,372430.2239,315924.7207,25087.78731,290755.3201,272076.2268,123998.9829,24821.34909,2056090.338,1631267.034,1195224.096,1274384.565,743309.1331,304765.4375,917615.853,91812.98647,3063017.437,6187.949335,41649.59122,6065980.805,3354954.887,6524050.263,136489507.4,216386.5393,1876665.621,143810.3826,85919.77631,2669305.452,1284016.239,317822.3391,303841.9521,317263.1984,420663.987,24994463.58,11484624.92,34920108.17,19029844.31,156187.1881,986442.1974,3940166.778,2704364.072,5658568.019,21244030.13,1936291.99,25169.87743,40090.74584,106495.3421,233829.6001,63853.03883,12410.67375,13254.44279,287452.8345,82500.54557,3064650.046,16279724.59,4040968.418,1170353.411,444449.5933,5992550.574,2368580.788,158063.7925,526723.8625,1055501.935,34917.13953,48055.61741,42410.66877,267506.0366,15618.3442,1382216.949,41080.90574,176300.4923,3851398.868,27478.62101,278252.3332,117075.6302,281801.7391,1855655.764,3331.084575,5007.813938,9338.309358,477.6522465,2176.704995,27057.6637,246928.6907,73261.51056,36510.42252,76290.8224,4781.256347,25286.35047,15740.23756,75034.34446,75048.40527,35479.48216,3562.35238,113373.4241,104095.4895,79021.26369,6246.201617,2554.665187,7973.966645,193553.9026,305208.1648,134532.1124,21925.36849,15312.46615,7258.17987,67189.90765,306688.7204,594013.1308,1073322.173,1479312.975,1374243.851,20571.73755,28068.17487,188837.8831,789022.7693,1453786.525,2821941.327,1852153.278,6630821.413,3815770.702,2093926.385,77367.91414,15464.66963,14892.78969,40893.0584,36410.2516,190066.072,22472.7073,13755.1103,5926.923222,17345.39438,4319.005538,4547.199168,2437.318593,2358.60594,4214.057861,6276.774445,4248.221573,98203.72461,312197.2927,161366.3633,1801703.304,566677.7864,10555397.31,783251.8448,32638.96011,107557.683,267122.2486,2852.985073,49096.17008,1272941.089,647405.0138,233193.1622,113026.5772
PI533937,50400.16043,967127.7439,1001586.117,613216.6622,48815.33604,15989.02003,15712.04385,528429.4734,901905.4239,746948.7945,44997.30797,645562.4436,35694.1858,542742.5159,51651.34593,21566730.78,3603743.131,2291382.403,1551735.271,1976424.815,2907199.499,57570.24354,81984.3568,356924.4119,1608984.252,787787.5092,1942166.262,5809.026035,484985.5425,1350424.934,12540605.97,341333.018,2490184.206,701455.7601,32224200.19,2138.103611,582885.0051,89765.44899,396456.825,299678.2591,94742.14175,256118.5201,279306.7071,83820.21277,35937.48746,918489.5829,998539.6652,1010461.944,1665666.322,551016.3288,307971.1302,722069.3029,87705.72561,2611541.132,6223.771137,53752.336,5128720.418,2438790.032,5401034.584,116194643.4,149588.9486,1555423.037,90036.41975,53578.06457,2073845.333,1068365.818,177275.769,201864.5454,226623.127,271786.7055,24198153.25,8941094.979,33844055.14,23133195.02,123631.0514,915921.7349,3385537.762,2346168.261,5072661.163,17920051.44,1541854.686,17145.19422,31912.60004,87680.22456,198963.67,48897.84334,17968.74352,11071.87112,216750.0319,58495.33941,2107268.597,13030797.24,3145706.007,895307.7748,281333.97,4172514.014,1774206.851,120078.1124,390901.6484,792473.7689,29402.28417,46879.69514,253310.7674,177795.5725,15090.50942,1264292.745,26567.38901,177118.2438,2752438.377,15474.26833,172575.488,74884.71351,200244.7425,1190073.146,3451.694616,23477.16551,149572.4679,62094.00981,26338.61824,63670.76612,217003.7078,148869.404,43576.06115,73198.14804,9295.238334,24222.16548,21775.60773,63313.75326,67681.35249,33294.73952,2231.828661,97128.32653,94050.4602,68782.65533,8299.998445,2019.155322,3754.81317,161285.1009,254426.2972,118246.6841,22170.78065,10534.35708,4062.590536,56600.5977,229843.0427,483052.7894,857631.2456,1219958.959,997462.5973,17222.42176,18951.58047,126210.4445,323042.1294,834945.058,1758861.823,1512805.493,5633202.82,2925204.482,1426398.892,38986.25902,11825.49141,7951.309217,22018.4342,22322.50186,144673.5366,16114.3997,6001.489169,3079.925835,10048.61908,3079.627915,4042.016863,1810.302919,2950.533843,3578.539297,6736.571848,2915.441498,75242.46635,250649.1802,137745.6934,1526186.528,362387.0747,8688506.531,626946.7535,34934.76779,58824.92703,171454.7989,3076.137274,44356.54244,1090157,711511.4403,266500.8384,129857.0257
PI533856,65978.27473,1069839.798,1044891.653,765161.6258,61114.92089,31754.83879,15928.40541,810519.5069,1417018.183,1053453.528,63380.12204,845543.4454,36129.92751,602831.1276,51.18560467,25322752.17,4014731.457,2484307.961,1929892.399,2095505.312,3253325.936,36807.33039,82131.22324,343418.8987,1704467.818,861108.7652,1850666.844,5432.833935,450611.5446,1510714.2,14217227.63,348687.1282,3229272.855,1154158.431,40128487.65,1949.383776,716783.7423,118852.1457,421137.5774,338566.5527,75022.24046,467545.8999,320470.4309,136391.9791,37640.0369,1142695.578,1092482.647,1209190.503,1548467.443,758256.2122,341812.3241,872466.9275,110819.7293,3092145.968,6143.014016,47389.15667,5686664.773,3868125.407,8601038.773,134792058.8,168935.0094,2069891.497,199257.6331,88712.09036,3145288.296,1495112.214,456456.4153,368383.8341,267023.6857,339493.4742,27225186.53,12135929.56,37769366.91,24745864.06,189774.9232,1003772.366,4134560.766,2369366.874,6092241.818,23026036.08,2296711.618,25388.32789,57078.31241,91903.36076,217000.0101,65455.15105,18820.01852,13725.27756,291558.7982,77666.27202,2783761.719,17427179.35,4125765.208,1110047.251,353034.2215,5533810.259,2370898.858,158920.6391,554677.0141,1107418.91,52152.22634,51939.50302,166191.8084,205596.1668,31850.03999,1516010.906,40274.90457,248729.5295,3908136.667,26037.60657,261385.3041,137351.3202,413756.3224,1859791.368,4170.715524,14546.94751,16142.12364,13634.93674,64954.65357,177057.9751,767191.2429,292216.566,112757.2974,208838.3599,13866.07205,51013.90598,22258.62436,96960.60068,138504.9826,92995.62033,2753.536351,127017.4003,260190.6116,210453.6213,19013.57147,3088.64022,6383.622857,286969.6869,374260.5045,154920.8915,44319.24701,30503.61294,15294.72203,95536.71971,464200.4849,630380.8702,1028372.247,1416436.026,1103461.847,24778.53012,43347.52251,249002.272,1127138.845,1509587.446,2565741.947,1959069.328,6984657.439,3816696.681,1819173.971,81044.14583,36188.73866,30597.67757,51623.5228,41462.37976,213171.5187,23586.12928,13262.70087,8971.90482,27506.65406,8464.495128,6287.23657,1880.872028,2090.25532,7078.375383,7337.959229,2608.879964,88564.99918,305554.5301,171806.5598,1835180.139,625206.9217,10141424.51,761603.6583,24515.69301,99847.16242,146526.7885,2727.407285,29026.62315,662612.2104,492409.6788,164584.8799,71330.15087
