Compound_Name,(-)-Caryophyllene oxide,.alpha.-Amyrin,.beta.-Cryptoxanthin,.beta.-Sitosterol,"4,4-Dimethylcholest-8(9),24-dien-3.beta.-ol","8'-Apo-.beta.-carotenal, all-trans-",AEG(o-30:2),AEG(o-32:2),AEG(o-34:4),AEG(o-34:5),AEG(o-36:6),Antheraxanthin,Cer(24:1),Cycloartenol acetate,DG(16:0),DG(18:3),DG(20:1),DG(24:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DG(38:3),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),DGTS(34:5),Diadinochrome,Fucosterol,GalCer(d36:3),GalCer(d38:3),Ginsenoside F1,L-alpha-phosphatidyl choline,LPC(16:0),LPC(18:3),LPE(16:0),Lanosterol,Lupeol,Lutein,Lycopene,MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),"NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester,(9Z,12Z,15Z)-",Nostoxanthin,PA(34:2),PC(18:2),PC(18:3),PC(32:0),PC(32:2),PC(32:3),PC(33:2),PC(33:3),PC(34:0),PC(34:1),PC(34:2),PC(34:3),PC(35:3),PC(36:1),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(36:6),PC(38:2),PC(38:3),PC(38:5),PC(38:6),PC(42:2),PE(16:0),PE(18:2),PE(24:0),PE(34:0),PE(34:1),PE(34:2),PE(34:3),PE(36:2),PE(36:3),PE(36:4),PE(36:5),PE(36:6),PG(16:0),PG(34:1),PS(36:2),Palmitoyl ethanolamide,Panaxatriol,Phytosphingosine,SQDG(30:0),SQDG(32:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),Stearoyl ethanolamide,Sumaresinolic acid,TG(24:0),TG(28:0),TG(30:0),TG(34:0),TG(36:0),TG(38:0),TG(40:0),TG(42:0),TG(42:1),TG(44:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(52:7),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(56:9),TG(58:1),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(58:6),TG(60:4),TG(60:5),TG(60:6),Ubidecarenone,Ubiquinone 9,Vitamin K1,Zeaxanthin,alpha-Tocopherol,beta-Carotene,beta-Zeacarotene,gamma-sitosterol,gibberellic acid,FA(18:4),FA(22:0) amide,FA(22:1),FA(22:1) amide,Oxo fatty acid (18:3),Hydroperoxy fatty acid (18:3),"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid"
PI656069,52883.05307,1055505.802,1413047.296,944397.7811,93558.01095,30432.95434,83044.65534,763487.3076,1124018.538,846771.2402,35732.80637,763187.8568,51628.63034,1049298.315,33261.44078,23569195.75,3480817.765,2392118.433,1687818.846,1803118.646,3611895.367,43725.53589,76198.99299,317414.2774,1374460.184,829380.7756,2041846.954,9735.693921,391763.157,1174554.979,12286725.62,322334.9131,3658820.42,1023971.423,38645526.92,2137.538174,665776.142,153191.8669,355206.9968,311315.3205,20243.02105,447165.1605,239591.7719,167379.9862,28164.45142,1494585.022,1156338.07,1225211.866,1142280.221,659420.5106,305411.3157,843117.275,96905.71261,2970295.83,5306.921198,28734.69536,5401163.858,2033971.438,6409975.752,126912069.2,234768.2762,2130569.322,30459.57968,78436.21599,3703774.863,348892.1172,164447.8664,182403.0776,177399.1789,157036.5603,16087028.31,5041712.321,22986382.25,14407354.83,211760.0407,860128.0857,1333500.18,1925474.944,2884326.707,5973883.383,2860292.186,31565.3876,55378.15388,24816.51891,45144.61104,57517.08596,14082.22566,14985.03351,258637.1272,54453.52634,2227258.383,7927352.563,6147364.581,1180025.465,234514.9629,4461954.075,1690825.364,204080.1992,443522.2875,895994.2378,10831.33621,44642.13148,23454.0771,383762.0211,19839.05915,1214866.303,35906.15723,301645.4734,3884209.591,17367.74197,332554.4468,118240.0317,412798.0182,1832093.14,2125.259463,4292.031908,159510.3796,113014.9992,13298.073,14154.27969,56589.37804,63070.76927,26670.82725,47492.37456,1827.842119,9815.230249,1395.614135,42867.40088,44795.97235,12356.63734,2109.797421,84448.91483,31969.93567,24153.99163,4714.51187,1257.988282,5804.229301,91536.8613,164499.1087,123215.1979,11027.74942,11447.85999,5953.332193,29320.02584,130041.1705,290292.7446,808012.0139,1344655.382,1469099.11,35840.34922,8119.309183,56840.56112,234038.7875,606031.4509,1833843.602,1389572.021,6372409.131,4899134.971,3239213.85,27530.84521,4586.627775,3381.0475,18049.2997,39425.71523,137120.3974,21980.54222,16366.71935,1634.181522,6722.083337,1376.296858,2385.076412,2892.557738,2114.846508,5970.311565,10976.80922,8636.33182,108691.4569,410228.2798,195128.3356,1845290.978,369493.8036,9395684.941,727560.2792,4658.784377,78918.19384,116001.5321,2804.315129,213338.8841,1072019.279,204207.8538,82015.6761,28463.03789
PI655992,45225.25948,569663.662,770511.4083,502880.0745,43455.99803,15181.86052,33205.96577,635939.6474,1063128.618,826068.0505,17520.98015,612723.4757,51943.46609,372057.5285,44171.48902,23103312.61,3627264.516,2466851.521,1541082.915,1697044.367,3222840.601,35235.13764,58816.16129,267033.5733,1217185.438,757066.9253,2364570.514,4609.116407,352330.5179,1054367.945,13362359.89,213171.9184,2388642.878,632579.0536,36264523.81,1975.06543,608976.4649,92941.66483,343228.8433,246523.5539,62135.49872,350931.2576,407471.7339,139955.9773,52787.72676,644205.3488,602635.5608,620760.309,988516.7475,624364.6456,301068.1309,785557.5374,76593.60852,2818458.58,9244.59349,43360.43848,5437802.741,2138938.429,4726773.436,124373744.9,191312.5063,1814750.933,174106.7122,78889.41426,2669157.447,1046661.37,196932.0755,241099.7389,170409.2332,255056.6116,21380992.84,8761848.349,30009538.78,25042544.55,119424.8451,652286.4118,2489286.396,1998276.291,3549372.666,16671951.56,1953011.589,19760.25845,27430.6154,66435.99875,106495.7111,30835.57945,26393.86317,14509.7543,252705.9368,72217.15355,1865251.881,12363928.57,4248164.74,935551.3335,234947.0479,3924313.05,2089858.192,178608.6454,449565.9347,945884.9472,52648.37517,42241.03906,161079.0016,285932.7765,23426.02178,1734082.964,35977.93177,175204.0041,3838773.954,13877.54945,212263.1025,87160.57004,234924.3944,1641893.787,4547.045835,18644.51141,138085.6017,46050.17977,22724.72883,38952.03514,185011.5129,84185.54501,32638.29563,60728.21606,6748.555073,20212.30665,23376.86207,54195.08532,59413.02588,36185.91109,2851.361996,80556.70518,80242.04081,52030.81766,6827.311793,1696.891864,3946.071299,122814.2274,196690.3259,95067.61965,10946.43855,7754.095414,4166.543509,43283.24625,178324.5789,336999.6815,605037.6248,986038.1834,1062715.265,19069.25879,14784.16178,106716.4715,268457.6362,614434.3615,1235272.162,1066717.853,4942842.631,3066845.624,1763846.243,36670.94627,10174.79089,7247.09222,15746.03298,15980.8499,103924.57,14607.15231,6260.431294,2618.641934,7892.016191,2927.695371,3122.165939,1581.570906,1839.365107,2609.459762,3275.797326,2292.978018,82871.88061,246013.6804,165219.86,920365.0233,383557.1498,6201597.128,423374.4521,47239.96268,82109.72161,112681.429,3019.026278,41507.78013,956442.6923,318973.3789,133131.5161,54167.67271
PI533996,114124.4185,1511422.044,1068988.998,1492543.149,118982.5142,29683.59915,14683.55479,963277.8841,1264666.083,995610.2001,35907.51505,654508.196,51970.25712,950214.2246,34309.63505,21681776.82,4132849.18,2476016.003,1795807.47,2368789.845,2859720.581,31692.66703,112837.4223,399537.2949,2160024.332,766707.2839,1564738.556,14563.26256,477212.1949,1538065.829,12314950.98,444758.3369,2946178.017,752956.3478,34324855.19,2541.751265,529228.9439,175091.6025,490550.6138,355056.6651,48603.51993,314572.9826,502896.7683,130287.3926,54887.73702,1558312.545,1539537.539,939054.9671,1716667.195,724205.5062,369770.1202,875245.033,109317.4071,2689982.058,7517.702201,41244.01183,6149295.887,3762679.935,6660768.552,117151082.8,178917.209,1669528.003,206626.1439,144086.9473,1509635.766,1593224.007,360589.9928,224770.0688,441250.1673,608780.3411,39734015.78,12341679.43,56249617.16,18007231.03,164838.5345,778305.3608,5491464.093,3186389.691,6497305.568,18829054.12,1164753.327,20404.2006,64294.35345,143200.1214,295054.1567,61659.71258,27443.87091,30466.72468,273092.2232,96275.79258,2982863.239,17842825.01,3402313.339,1030529.231,576388.569,5722231.811,1898924.893,98876.59014,580256.8437,982447.1208,60663.81401,50817.66124,69788.62777,185865.4141,13846.00667,1204639.202,32048.36664,213984.2461,3128656.009,27477.82063,213748.7935,107363.6296,281900.4587,1545349.735,5208.733076,7061.961519,111413.5746,37616.76422,27882.2012,59655.44339,303763.2212,135375.8162,56930.4472,112670.2564,8271.919544,34687.45498,26737.7004,73006.32826,75848.99455,44177.6554,4852.187985,126868.0973,139433.7222,107324.2336,6258.692003,4103.184213,7276.976794,222771.839,350091.0007,126407.9506,20939.44267,9546.616256,4598.152995,75404.2929,328384.9847,578844.3328,1094078.7,1236001.794,881503.4822,15392.49448,20003.88178,169667.4623,422190.9076,1100677.082,1956623.989,1551012.053,4808317.001,2401252.271,1270766.836,66823.40221,18514.78942,15099.00968,34882.50274,36153.36592,158836.3274,18607.38663,7058.986408,4100.184269,14714.81204,3293.91993,5130.156985,2213.356431,3555.269611,3361.243305,5146.302591,3146.934701,92096.85313,274056.6511,136673.289,1400415.05,320613.5688,9069616.563,645785.5691,39333.57066,83939.30062,246488.3636,4493.302624,36872.93802,884056.7088,895226.8392,385889.7046,154814.0524
PI656030,62163.27834,536915.8015,1023421.688,775888.3753,71394.50213,35566.44139,30994.61402,753664.2323,952815.3845,975817.9088,13723.68596,981807.1756,52158.88062,487175.217,187291.7318,25015184.05,3970460.954,2565101.319,1693295.529,1746372.984,3387656.175,54002.27611,63250.34931,310234.56,1397808.397,796194.5699,2035310.921,5357.524227,371834.0839,1067610.509,13270014.21,223612.7791,2697786.5,731456.7136,43027340.69,2200.327171,853645.4155,134353.3526,415519.45,352798.0525,50083.7596,245601.5511,340514.43,154552.7903,44358.0836,686395.0798,585345.7341,965482.7781,2074087.303,701515.0855,306544.8685,873620.6993,83356.1944,3153660.01,8490.309761,21575.9074,5313664.623,1976924.528,5664189.687,135298961.9,236228.5915,2006626.717,82098.3516,75239.77876,3454823.912,1219047.196,218024.2714,370361.0349,153744.4612,301275.1692,22744359.52,8048060.982,32595068.03,29901367.02,132556.6239,1063732.73,2590968.185,2176042.749,3982074.018,17330739.09,2573793.081,25211.10798,52333.26605,57085.60894,148779.2356,45637.57318,22179.04183,13964.60915,264930.5052,67319.30935,2095445.213,14109859.64,5210479.449,1033501.544,312750.8362,4409825.495,2363181.294,231396.7218,544575.5977,835881.9341,31856.56717,51189.09747,124167.9487,294971.2001,12781.81678,1542750.688,27959.80474,151236.2701,3770811,14762.41433,245497.8463,89950.77649,271318.3245,1865373.291,6333.848692,10080.40791,559512.1561,222423.6653,84979.64074,106547.6062,377325.1901,202808.5635,76364.36728,121640.69,10851.67612,20909.51989,26231.56628,69620.56546,86594.53331,37528.52183,2318.936188,108348.4855,93178.12861,61070.25714,7921.621154,1363.25924,5806.531275,160622.289,242047.1077,124097.1158,9113.638826,8344.624307,7649.719452,58132.74363,227512.3294,449776.059,800684.3289,1296521.011,1379855.411,14089.42633,17906.39712,100464.3426,337183.7927,637607.4476,1597434.099,1337953.966,5582417.403,3434942.81,2167998.416,98486.0192,7664.903533,5228.637547,16659.22905,19767.28602,125478.2289,16208.38771,8412.765389,2118.226985,6341.47656,2220.360206,2532.853919,2060.665947,6099.319128,3180.682327,3447.099228,2336.275877,117344.7627,375457.8694,180620.9634,1421148.281,1272110.484,9707247.728,760989.0706,41693.88226,96469.38763,124647.9957,3401.236698,42151.05624,831342.0859,311079.022,128594.5394,49917.25292
PI533785,57121.20576,1320659.509,1106949.626,1380429.064,206228.0647,16000.72467,97136.5033,699993.9616,871293.1625,786128.0868,14217.86537,752115.6531,52442.91608,1020836.314,40648.40569,21035422.84,4135234.016,2580584.217,1624207.162,1936772.903,6327352.377,25205.13969,112771.7306,441127.4474,1155474.033,803523.5267,2596828.128,27289.77707,314629.5455,1305438.769,11561937.9,371765.2818,3667156.492,750959.2152,36796548.07,2073.530714,632203.4224,310545.9152,362805.4699,370736.8356,48947.66891,334342.8535,225283.9953,236509.9216,32419.67286,1499055.673,1392557.689,1044050.053,835202.2621,718807.4637,286409.7252,905658.952,89173.99105,2572886.254,5906.946757,47134.54189,5101123.584,1615080.463,4946693.376,112321815.9,187951.2828,1963521.943,14831.29226,77608.25272,5627811.048,340287.6117,265257.8432,377671.4588,262598.0279,339147.4533,18341226.83,5727365.328,26085312.76,25764890.14,528958.3335,789540.4031,1722912.078,3759422.301,2564706.799,7364582.276,4915580.487,30552.07533,136141.4206,47740.7016,78787.94596,59425.27824,16209.83635,14202.78345,261891.783,60228.46372,2471418.263,8809027.549,9441491.44,1480723.891,627909.0177,5009411.629,2375344.735,429874.9039,428212.6654,721958.4877,6874.415022,40950.04731,25356.15571,848387.8426,20200.39545,1201064.982,27648.09637,172164.306,3137394.85,10138.21624,282727.113,71355.44229,202522.2904,1378127.439,2873.036956,4286.052375,155454.6076,120819.865,22357.26225,20066.19368,94441.07783,53981.74746,21391.08955,41626.99929,1264.569204,7717.814676,4591.837568,59694.27184,71021.81849,10806.82595,1715.078088,100501.3006,59584.50375,47948.38269,15439.32453,768.5148932,3485.376865,145470.3997,295869.4209,265375.6338,34112.19926,14864.5311,25555.92392,51817.19072,210341.0626,377668.8136,1175638.824,2440518.312,3700501.384,58541.67324,16912.9204,87483.63738,336137.7588,842075.3297,2900158.575,1305468.478,5917661.874,7126358.828,6882840.76,90754.76485,18722.69852,19498.72065,50377.12471,86550.71147,207820.2245,46031.18017,30658.59173,3914.0676,14628.13021,10958.17978,6370.387034,9770.195106,13899.68733,9830.258853,18379.27139,25936.29523,101936.0762,421534.0955,188921.7532,1576137.242,340238.8587,7738662.152,614762.1738,11556.3969,87136.68519,112250.7899,3914.12853,57507.79328,1149184.231,309979.4245,122039.3631,49156.76241
PI533957,31107.9148,520254.2892,1212192.635,679640.4764,73379.3206,43778.82089,23573.66248,588484.9075,880839.7002,679744.8872,22927.80756,601397.3679,52734.44789,573825.5422,78979.88792,20843247.13,3782531.11,2410766.659,1540841.443,1897648.194,3287361.804,48429.5017,82713.49558,297531.7118,1488440.661,870849.9852,1943440.179,11666.00484,414741.2177,1396214.241,12120372.66,379355.5431,2963270.279,942775.3279,33224707.49,1776.644749,489582.5208,139354.0737,332149.5087,273485.7646,38026.02758,427818.1182,269537.8561,135990.6219,31543.51911,740331.3434,563743.0767,958500.2612,1260639.127,621640.1553,293546.3028,817745.0552,90820.20824,2565223.714,8339.781677,40122.35144,4838127.196,2322123.121,5842488.981,113240857,220924.8082,1748511.873,51193.58478,89639.76191,2343151.35,842162.1612,129979.2965,135035.5092,180594.7703,229991.6989,18080663.41,6389096.157,25613960.06,12502239.68,98046.64146,1054486.205,3123124.16,1917895.495,3534455.51,8857685.909,1591650.682,16312.04705,26598.47664,37295.1587,127956.8272,30184.81874,15771.76036,18753.26177,240224.6115,91253.92899,2131195.604,10664658.34,3983160.895,925116.9239,280287.6883,4097799.693,1638269.854,140264.2347,362200.4715,821674.0928,22435.26414,33911.19548,85878.72233,305955.3708,17193.65962,1317740.549,36553.63404,263799.4716,3028811.104,21396.85671,232135.8167,96571.20946,277969.09,1378437.129,4720.012053,7779.505775,391171.2807,122497.3402,25365.81732,40033.9867,185693.2957,85140.25139,35960.68059,60898.46489,3058.610415,10684.20555,13130.41522,39529.03395,36028.5841,15933.31116,1283.599975,71064.78875,63162.11779,34190.6151,3633.540266,825.0901567,3728.547626,102441.6538,186128.2162,108788.3193,12610.86111,9077.415329,5182.240725,37737.15632,165814.5858,425025.659,915408.4439,1559204.322,1486299.224,30580.17968,10593.9253,81781.98575,263137.8926,745794.3099,1519827.054,1800275.096,8247899.542,5544917.86,2951581.891,85932.63421,6391.243116,4928.640403,21557.82951,18478.19017,164219.314,28795.77089,16340.1064,1490.454549,4871.383904,2677.185915,2725.175662,2084.476099,1739.591713,3799.12485,4657.037458,3562.686456,84872.17965,254706.9772,148110.4114,1398702.53,252060.4993,8085113.072,498514.8881,27988.92355,77017.14407,116769.6509,3528.17815,35963.46311,861395.8013,186120.9241,72919.31336,27379.34989
PI597982,66884.97768,1181961.17,1479076.723,701949.2233,78056.42221,44760.42705,12587.87803,796173.5606,1128325.112,1144771.814,44048.17547,863568.999,52802.46931,759336.1451,143182.1281,29227402.44,4309427.052,2489284.782,2087354.75,2742556.873,5371222.747,137920.4489,80414.10559,364702.7947,2137473.531,1285324.14,3311062.539,6730.267829,519467.0887,1495633.183,18046136.46,272172.3037,3365950.9,907596.7949,44608266.19,3525.258524,818825.5975,153510.9115,410764.2368,358573.3025,64865.89581,250812.8009,352108.752,168486.6671,38306.87185,1278760.67,1237014.308,1048965.272,2647553.377,777504.2227,449982.0126,993844.9679,135258.4432,3699700.226,9271.386688,55155.41253,8940292.013,3135861.156,7157412.807,156047500.2,470991.6402,2591787.588,39002.73281,101938.9742,1788015.944,849667.4645,100200.6438,141393.7048,90803.57026,215300.7057,16566399.02,6912153.186,23560110.65,15752337.31,93197.16367,885326.487,1525469.359,1459974.52,3190221.716,9734703.92,1423914.398,18408.44856,17306.73898,25540.04461,71613.47132,29992.54808,19153.43376,21219.75385,286196.8451,34712.17525,1814679.696,9331364.531,3197630.277,923476.5029,210614.2757,3696590.685,1518668.028,114801.351,547520.2813,1028578.787,11153.8558,87098.30783,90941.95864,371631.9591,16969.25991,1286694.667,22101.78697,128810.552,2828876.21,11560.08893,197909.8989,80193.0978,210526.1749,1297173.677,9449.040653,8636.578845,698417.7835,238465.9295,69972.46002,117580.117,474335.5305,268480.8117,113842.4838,184151.7575,17521.57645,32032.65568,23241.83595,83172.62157,105763.2729,30606.42615,15052.08092,123829.6057,139460.5667,75756.0795,10534.52142,1815.647238,15907.49535,165174.9176,303968.8162,177586.213,12524.53083,18030.93237,9603.10387,62898.57042,255899.8838,545185.144,1186870.152,1902278.188,1725141.147,29746.13009,29892.79117,176416.3553,500480.6553,1026100.673,2494088.224,1945942.139,8215990.312,4872644.37,2786253.835,64631.61924,16779.56469,10168.09971,30911.89618,20397.29799,158793.3049,30174.60715,15905.70988,8437.76159,15197.702,8548.156543,6821.271325,2557.685769,1867.190758,5792.301936,6587.483892,4498.90011,114628.5938,384225.4082,216062.282,1491118.733,256126.0068,13092459.78,985097.3622,37655.5595,42659.0102,119354.9034,2244.182037,46249.80271,1053785.555,211337.978,87378.01295,34355.13539
PI576399,114386.4897,1037550.812,1028932.76,944113.4859,78018.84949,16390.99519,15539.36715,587263.1149,1181439.563,666990.4385,9987.028134,1016304.621,52826.27035,1007163.67,238522.5191,21876813.94,3982672.557,2587067.517,1670507.925,2265425.72,3534703.204,103065.8967,109060.9775,357895.7201,1845139.919,1007776.76,2291327.111,8646.658001,445352.7114,1319326.618,13406975.15,334473.7498,3004721.883,640580.7288,35048496.53,3999.932514,688831.5026,151071.6788,412139.3152,323462.7376,34767.90025,211170.3699,366585.1207,137847.9338,50708.32011,1416059.358,1114085.572,1142936.784,1346984.32,691694.4006,351350.1721,836872.9836,82464.56903,2817970.488,9396.563034,49338.70798,5835575.941,1972860.076,4522536.563,114787297.5,205797.3008,1835396.555,258120.2226,92103.58204,1425598.665,1198859.147,110502.7972,172421.8848,145213.4407,167528.9121,14446449.84,6309230.934,20421655.51,13717883.27,78571.08667,734672.9404,2375886.506,1392411.453,2118636.717,8803614.599,1060403.848,21069.48022,27007.72092,34135.32357,60808.86362,36222.63869,25354.1599,20156.43298,277664.0415,67233.79624,1428769.04,10455236.41,2981918.533,842357.5522,184375.142,2723940.309,1307640.935,103434.0293,365849.1889,811668.6046,23261.35692,49304.98481,72887.99467,221220.0689,25430.25327,2005929.021,54744.60396,205697.7086,3785297.534,12370.77632,238173.5561,83904.65587,242187.0945,1619942.171,6911.920023,8351.166634,748676.3237,278001.2178,109170.4434,155409.2073,461705.9826,251018.7695,90714.70159,161862.3933,11306.3825,24805.40066,16423.28193,66076.75497,71951.81093,24479.70167,2451.039579,123978.4888,65524.56516,43882.0669,9019.055118,2444.699697,4856.342575,170601.2297,444606.9744,251620.4122,34944.96965,20439.34021,9897.189336,62520.99297,291332.3024,651209.6741,1524148.703,2235112.246,1569496.643,44332.85401,15978.98886,112577.9362,327307.7398,1004686.129,1846697.709,2741156.496,9315429.713,5811984.414,2345940.606,37691.02267,20152.97507,27146.95986,74641.51295,79841.80615,286163.9019,53055.48707,14045.17153,2862.751686,20093.19262,8984.895246,11366.45343,8967.087503,4201.794775,14750.19759,17753.05202,11742.80902,103244.513,281560.9581,152815.3644,1742602.451,341802.1971,8646610.815,649206.6403,33380.1939,75688.35159,76438.75707,5878.341873,44965.55204,1057329.799,162815.0136,65901.1735,24718.73548
PI656076,47836.62024,909762.7203,1276402.642,1132601.843,128005.7433,45585.3433,13646.82877,807591.0938,1480655.132,1265026.877,162395.6623,1062428.495,53042.33591,697507.5247,51.18560467,27214310.2,4343177.53,2638843.203,2513312.309,2322233.129,3453021.969,55134.38835,105767.4439,462533.6855,2264905.101,1053102.424,1770447.965,14347.91608,550845.9023,1582357.208,15988753.84,415525.9035,4179756.079,1263684.366,44001657.19,1551.362313,845428.8875,193981.3601,427455.9715,377780.9556,38261.81604,511245.6176,303589.0158,131882.7405,34420.7409,1043218.687,971270.9961,1225376.568,1633590.335,887251.842,369423.7463,1029940.319,120788.0562,3438038.103,7956.8476,37422.37954,5848860.011,3836513.195,9021006.303,146583830.2,350304.6035,2499647.008,61290.84502,88835.22008,5066784.564,1248282.301,409110.5587,253945.6452,401903.3096,611494.6144,32879507.64,13937279.14,47480697.71,28155427.89,226245.2224,567864.4413,6281034.019,3691278.068,8398789.284,21820837.52,3409858.54,18083.49583,55254.70011,81207.43501,410570.9542,86680.06555,17210.3705,17793.34277,318898.8775,93895.44877,4591233.139,19052650.27,6073067.313,1480794.01,742013.2635,8957417.063,3069739.728,211935.5706,549215.7846,1253338.928,42744.86582,44393.49033,74473.91722,425844.3512,16266.72202,1514769.552,44039.2752,237448.8954,4039979.305,25918.04347,337172.5874,142393.1634,401779.1718,2182253.719,4518.787636,7864.565881,42671.9629,10468.28468,559.2266533,8746.411505,100425.8611,48284.93203,25394.54895,39312.32087,3271.696186,8179.678292,12145.13835,61126.71217,59806.24739,21944.02779,1511.706894,108361.3974,65120.66255,21641.73978,3020.620023,1164.079319,8890.1104,135774.6386,228143.2485,104197.2241,11001.93997,10868.22543,4880.179976,57849.38301,240267.0373,524294.3412,1056421.279,1532512.69,1232330.607,29162.99333,14634.57312,93103.7397,282645.0868,946597.4882,3053337.601,2743187.934,9569075.806,5229417.531,2529098.831,32528.69836,7354.645547,7884.882019,46072.65935,34079.0863,269374.6505,36115.17382,15821.68653,2110.063899,6470.301281,2175.845766,5423.513099,4034.802244,1923.802094,5657.648499,6862.255666,5049.341576,112589.2169,407078.3451,188021.4761,1819405.157,612585.0163,10782190.95,935891.6041,33495.91443,129965.8379,129506.4816,2755.475537,84705.1791,812548.541,202042.9132,83991.2957,33567.81069
PI656043,49863.84049,597880.6596,1038862.293,965935.4304,108816.0748,44075.27153,18935.11854,631815.22,793490.924,650248.5721,37996.8924,938701.1757,53409.5267,761736.0656,32897.61767,18524798.04,3845835.022,2586066.04,1576645.964,1855450.461,3467980.044,46398.64489,72769.41684,298944.4137,1341385.716,809222.8915,1764755.924,5915.544673,360604.5533,1017928.192,10785352.61,233269.1902,2533429.004,676863.985,32583687.21,1045.603591,606846.5675,169993.3388,350995.5544,289129.3749,35592.79922,311155.3414,245049.615,137179.3288,27227.67034,927788.5067,672686.7185,1123091.207,1870601.446,658259.0992,269837.0724,817535.7935,86098.98348,2220677.098,11326.93768,18447.54223,3895971.796,1818576.792,4648755.468,100193223,172916.2689,1611788.248,81529.59636,80166.74817,1872365.777,1074790.932,144687.0588,152614.0848,134110.2603,277944.8116,13346499.67,6037116.596,18839732.04,13387309.75,86580.32371,1107391.881,1922733.439,1474617.716,2423792.012,7691287.667,1335536.224,37413.65915,22771.23805,39055.10102,102863.9803,22463.43637,13613.83573,15923.61654,248629.428,97754.52404,1950463.884,9946542.104,3708822.672,813972.0203,299441.3616,3517272.954,1413972.46,128388.664,307738.2528,788436.0141,19323.31278,31864.59338,74952.69081,291845.2097,13964.15017,1211833.321,36619.52991,182936.6959,2684247.142,11980.71173,198393.7487,74141.71819,211097.7449,1168943.996,4391.672101,7545.313583,184391.2171,73101.90007,9851.639038,30769.76746,149315.2808,85018.0092,35067.85628,58086.52098,7101.461541,6343.297195,11507.70392,40313.77941,54735.36287,17829.25366,1511.459427,84435.86871,49722.21908,11546.91788,3945.174869,992.8223124,4539.65538,105723.5373,189012.7341,114022.847,12978.36558,9428.769745,8272.219835,43725.7136,180363.6591,425283.1356,886973.9777,1459350.515,1631867.593,28004.39447,11264.66305,73451.87789,266963.1558,647943.5893,1982770.028,1679828.474,7643721.389,4626963.535,2947354.427,28246.73838,3038.996782,3768.52778,17799.13813,26265.14094,157690.8089,25091.95889,14011.94541,1471.404092,3044.340547,2849.651885,2266.372808,3562.011109,4032.329481,3563.687394,6053.68138,5799.048549,103740.6273,321364.7478,165656.0874,1685383.463,590583.2139,8225596.207,694471.8747,46821.73064,95795.78747,96964.05673,3547.050109,50026.50235,1053114.139,175695.9291,70577.30424,27703.96408
