,Sum_AEG_Sum_Cer,Sum_AEG_Sum_DG,Sum_AEG_Sum_DGDG,Sum_AEG_Sum_FA,Sum_AEG_Sum_GalCer,Sum_AEG_Sum_LPC,Sum_AEG_Sum_LPE,Sum_AEG_Sum_MG,Sum_AEG_Sum_MGDG,Sum_AEG_Sum_PA,Sum_AEG_Sum_PC,Sum_AEG_Sum_PE,Sum_AEG_Sum_PG,Sum_AEG_Sum_PS,Sum_AEG_Sum_SM,Sum_AEG_Sum_SQDG,Sum_AEG_Sum_TG,Sum_Cer_Sum_DG,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_FA,Sum_Cer_Sum_GalCer,Sum_Cer_Sum_LPC,Sum_Cer_Sum_LPE,Sum_Cer_Sum_MG,Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_Cer_Sum_PC,Sum_Cer_Sum_PE,Sum_Cer_Sum_PG,Sum_Cer_Sum_PS,Sum_Cer_Sum_SM,Sum_Cer_Sum_SQDG,Sum_Cer_Sum_TG,Sum_DG_Sum_DGDG,Sum_DG_Sum_FA,Sum_DG_Sum_GalCer,Sum_DG_Sum_LPC,Sum_DG_Sum_LPE,Sum_DG_Sum_MG,Sum_DG_Sum_MGDG,Sum_DG_Sum_PA,Sum_DG_Sum_PC,Sum_DG_Sum_PE,Sum_DG_Sum_PG,Sum_DG_Sum_PS,Sum_DG_Sum_SM,Sum_DG_Sum_SQDG,Sum_DG_Sum_TG,Sum_DGDG_Sum_FA,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_PG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_SM,Sum_DGDG_Sum_SQDG,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPC,Sum_FA_Sum_LPE,Sum_FA_Sum_MG,Sum_FA_Sum_MGDG,Sum_FA_Sum_PA,Sum_FA_Sum_PC,Sum_FA_Sum_PE,Sum_FA_Sum_PG,Sum_FA_Sum_PS,Sum_FA_Sum_SM,Sum_FA_Sum_SQDG,Sum_FA_Sum_TG,Sum_GalCer_Sum_LPC,Sum_GalCer_Sum_LPE,Sum_GalCer_Sum_MG,Sum_GalCer_Sum_MGDG,Sum_GalCer_Sum_PA,Sum_GalCer_Sum_PC,Sum_GalCer_Sum_PE,Sum_GalCer_Sum_PG,Sum_GalCer_Sum_PS,Sum_GalCer_Sum_SM,Sum_GalCer_Sum_SQDG,Sum_GalCer_Sum_TG,Sum_LPC_Sum_LPE,Sum_LPC_Sum_MG,Sum_LPC_Sum_MGDG,Sum_LPC_Sum_PA,Sum_LPC_Sum_PC,Sum_LPC_Sum_PE,Sum_LPC_Sum_PG,Sum_LPC_Sum_PS,Sum_LPC_Sum_SM,Sum_LPC_Sum_SQDG,Sum_LPC_Sum_TG,Sum_LPE_Sum_MG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PA,Sum_LPE_Sum_PC,Sum_LPE_Sum_PE,Sum_LPE_Sum_PG,Sum_LPE_Sum_PS,Sum_LPE_Sum_SM,Sum_LPE_Sum_SQDG,Sum_LPE_Sum_TG,Sum_MG_Sum_MGDG,Sum_MG_Sum_PA,Sum_MG_Sum_PC,Sum_MG_Sum_PE,Sum_MG_Sum_PG,Sum_MG_Sum_PS,Sum_MG_Sum_SM,Sum_MG_Sum_SQDG,Sum_MG_Sum_TG,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_PG,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_SM,Sum_MGDG_Sum_SQDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_PA_Sum_PG,Sum_PA_Sum_PS,Sum_PA_Sum_SM,Sum_PA_Sum_SQDG,Sum_PA_Sum_TG,Sum_PC_Sum_PE,Sum_PC_Sum_PG,Sum_PC_Sum_PS,Sum_PC_Sum_SM,Sum_PC_Sum_SQDG,Sum_PC_Sum_TG,Sum_PE_Sum_PG,Sum_PE_Sum_PS,Sum_PE_Sum_SM,Sum_PE_Sum_SQDG,Sum_PE_Sum_TG,Sum_PG_Sum_PS,Sum_PG_Sum_SM,Sum_PG_Sum_SQDG,Sum_PG_Sum_TG,Sum_PS_Sum_SM,Sum_PS_Sum_SQDG,Sum_PS_Sum_TG,Sum_SM_Sum_SQDG,Sum_SM_Sum_TG,Sum_SQDG_Sum_TG,Sum_AEG,Sum_Cer,Sum_DG,Sum_DGDG,Sum_FA,Sum_GalCer,Sum_LPC,Sum_LPE,Sum_MG,Sum_MGDG,Sum_PA,Sum_PC,Sum_PE,Sum_PG,Sum_PS,Sum_SM,Sum_SQDG,Sum_TG
PI534138,-25.10565934,0.043374845,0.054238964,-15.13990533,23.0379765,-6.102837705,-30.2402509,0.486701351,0.02069588,-15.10037835,0.012040698,0.162676933,1.492326353,10.53854421,3.775231624,0.103639172,-0.251511728,-0.001727692,-0.002160428,0.603047509,-0.917640767,0.243086135,1.204519288,-0.019386121,-0.000824351,0.601473084,-0.000479601,-0.006479692,-0.059441831,-0.419767673,-0.150373729,-0.00412812,0.010018129,1.250470488,-349.0480558,531.1368024,-140.699931,-697.1840679,11.22082052,0.477140159,-348.1367677,0.277596343,3.750490234,34.40534144,242.9644233,87.03735128,2.389384257,-5.798562005,-279.1333814,424.7495702,-112.5175943,-557.5374024,8.973278961,0.381568508,-278.4046253,0.221993518,2.999263292,27.51391717,194.2984065,69.60368284,1.910788203,-4.637104241,-1.521672428,0.40309616,1.997387054,-0.032146922,-0.001366976,0.997389219,-0.000795295,-0.010744911,-0.098569068,-0.696077286,-0.249356356,-0.006845431,0.016612503,-0.264903374,-1.312626172,0.021126046,0.000898338,-0.655455932,0.000522646,0.007061251,0.064776798,0.457442267,0.163869931,0.004498623,-0.010917266,4.955113074,-0.079750007,-0.00339119,2.474320813,-0.001972967,-0.026655949,-0.24452991,-1.726826882,-0.618602658,-0.016982128,0.041212259,-0.016094488,-0.000684382,0.499346993,-0.000398168,-0.005379484,-0.049349007,-0.348493941,-0.12484128,-0.003427193,0.008317118,0.042522751,-31.02596347,0.024739398,0.334243848,3.066205485,21.65299968,7.756772429,0.212942026,-0.516768091,-729.6320829,0.581792033,7.860353329,72.10741084,509.209755,182.4146421,5.007719879,-12.15274359,-0.000797377,-0.010773037,-0.098827084,-0.697899348,-0.250009075,-0.006863349,0.016655989,13.5105895,123.9401827,875.2436032,313.5392578,8.607405392,-20.88846685,9.173558468,64.78204398,23.20692652,0.63708585,-1.546081084,7.06182276,2.529762753,0.069448061,-0.16853668,0.358230848,0.009834297,-0.023865889,0.027452401,-0.066621536,-2.426801795,260141.5057,-10361.86711,5997520.118,4796210.845,-17182.50544,11291.85568,-42626.31882,-8602.491644,534499.2467,12569724.03,-17227.48263,21605184.2,1599129.646,174319.4477,24684.76676,68907.42917,2510069.32,-1034311.63
PI534139,-828.9090487,0.099075794,0.154520065,106.4905694,10.80849299,-6.577656665,-69.3649264,2.777799372,0.033743913,19.20072037,0.072008956,0.144003449,2.025711324,-51.11195261,45.07731975,1.175349456,0.168689524,-0.000119526,-0.000186414,-0.128470753,-0.01303942,0.007935318,0.083682192,-0.003351151,-4.07E-05,-0.023163845,-8.69E-05,-0.000173726,-0.002443828,0.061661714,-0.054381503,-0.001417947,-0.000203508,1.559614692,1074.839419,109.0931751,-66.39014807,-700.11981,28.03711428,0.340586855,193.7982983,0.726806748,1.45346752,20.44607701,-515.8873858,454.9781306,11.8631343,1.702631052,689.1698473,69.94879932,-42.56830127,-448.9056263,17.97694932,0.218378845,124.2603698,0.466016864,0.931940131,13.10969762,-330.778742,291.7247016,7.606452008,1.091699803,0.101497185,-0.061767504,-0.651371542,0.026084933,0.000316872,0.18030442,0.0006762,0.001352265,0.019022448,-0.479966939,0.423298702,0.011037122,0.001584079,-0.608563716,-6.41763162,0.257001543,0.003121981,1.776447501,0.006662257,0.013323176,0.18741848,-4.728869477,4.170546234,0.108743139,0.015607127,10.54553771,-0.422308356,-0.005130081,-2.919082182,-0.010947509,-0.021892819,-0.307968541,7.770541275,-6.85309709,-0.178688174,-0.025645839,-0.040046166,-0.000486469,-0.276807334,-0.001038118,-0.002076027,-0.029203683,0.736855862,-0.64985753,-0.016944435,-0.002431914,0.012147714,6.912205599,0.025923023,0.051840839,0.729250408,-18.4001599,16.22770896,0.423122515,0.060727757,569.0128538,2.133983557,4.267538511,60.03190293,-1514.701399,1335.86521,34.83145087,4.999109704,0.003750326,0.007499898,0.10550184,-2.661980989,2.347688987,0.061213821,0.008785583,1.999799154,28.13138027,-709.7999395,625.9960186,16.32226769,2.342618662,14.0671028,-354.9356135,313.0294447,8.161953496,1.171426969,-25.23160729,22.25258812,0.580215671,0.083274217,-0.88193304,-0.022995589,-0.003300393,0.026074076,0.003742226,0.143522867,797756.1855,-962.4170308,8051978.688,5162799.972,7491.33177,73808.27152,-121282.7343,-11500.85824,287189.9942,23641484.02,41548.24247,11078568.97,5539840.814,393815.3359,-15608.01622,17697.50708,678739.5709,4729138.87
PI534144,-117.0674216,0.044184174,0.076535027,-138.9429778,-18.624662,-2.51949754,-2781.805843,0.437435606,0.019284778,-44.9083824,-0.051690427,-0.083215476,-0.538483075,-147.2308511,-71.90754931,0.313600855,0.02369134,-0.000377425,-0.000653769,1.186862886,0.159093467,0.021521765,23.76242515,-0.003736613,-0.000164732,0.383611271,0.000441544,0.000710834,0.004599769,1.257658614,0.614240481,-0.002678806,-0.000202373,1.732181912,-3144.632235,-421.5233719,-57.02262401,-62959.32667,9.900278008,0.43646347,-1016.390675,-1.169885549,-1.883377429,-12.18723871,-3332.207845,-1627.450348,7.097583287,0.536195153,-1815.416853,-243.3482125,-32.91953554,-36346.833,5.715495549,0.251973229,-586.7690154,-0.675382615,-1.087286165,-7.035772989,-1923.705485,-939.5377801,4.09748147,0.309548985,0.134045364,0.01813332,20.02120501,-0.00314831,-0.000138796,0.323214481,0.000372026,0.000598918,0.003875569,1.059649458,0.517532807,-0.002257047,-0.000170511,0.135277491,149.3614136,-0.023486902,-0.001035443,2.411232075,0.002775375,0.004468026,0.028912368,7.905155603,3.860878084,-0.016837935,-0.001272041,1104.111355,-0.173620176,-0.007654216,17.82434064,0.020516165,0.0330286,0.213726375,58.43659254,28.54043244,-0.124469601,-0.0094032,-0.000157249,-6.93E-06,0.016143608,1.86E-05,2.99E-05,0.000193573,0.052926358,0.025849234,-0.000112733,-8.52E-06,0.044085981,-102.6628418,-0.118166939,-0.190234802,-1.230999644,-336.5771994,-164.3843079,0.716907473,0.054159606,-2328.695859,-2.680374486,-4.315086046,-27.92270041,-7634.562971,-3728.720639,16.26157463,1.228499497,0.00115102,0.001853005,0.011990703,3.278471485,1.601205509,-0.006983125,-0.000527548,1.609881779,10.41746239,2848.31952,1391.119285,-6.066903975,-0.45833129,6.470948692,1769.272475,864.1126964,-3.768540059,-0.284698725,273.4177877,133.5372505,-0.582378294,-0.043996443,0.488400011,-0.002129994,-0.000160913,-0.004361167,-0.000329469,0.075546159,215571.0479,-1841.426462,4878919.951,2816632.547,-1551.507326,-11574.4945,-85561.12657,-77.49320408,492806.3582,11178300.79,-4800.240765,-4170425.009,-2590516.312,-400330.2198,-1464.170357,-2997.891736,687405.8047,9099149.672
PI534145,50.70182016,0.119851454,0.128397106,-369.5235022,7.033723105,1.730934883,927.9835724,0.513032172,0.054960078,-29.76626486,0.017763078,0.126570622,2.778122874,10.38510935,19.90375012,10.46215167,-4.32910864,0.002363849,0.002532396,-7.288170345,0.138727231,0.034139502,18.30276644,0.010118614,0.001083986,-0.587084739,0.000350344,0.002496372,0.054793356,0.204827151,0.392564805,0.206346668,-0.085383693,1.071302022,-3083.179122,58.68700665,14.44233523,7742.781066,4.280566926,0.458568298,-248.3596465,0.148209119,1.056062458,23.17971764,86.64983997,166.0701592,87.29265502,-36.1206183,-2877.973773,54.78100987,13.48110517,7227.449315,3.995667737,0.428047636,-231.8297188,0.138344851,0.985774727,21.63695874,80.88273725,155.0171247,81.48276884,-33.71655944,-0.019034576,-0.004684235,-2.511297839,-0.001388361,-0.000148732,0.080553103,-4.81E-05,-0.000342524,-0.007518122,-0.028104056,-0.053863286,-0.028312547,0.011715381,0.246090848,131.9334808,0.072938921,0.007813796,-4.231935835,0.002525416,0.017994826,0.394971885,1.476474009,2.82976026,1.487427286,-0.615478968,536.1169744,0.296390221,0.031751672,-17.19664047,0.01026213,0.073122694,1.604984047,5.999711168,11.49884396,6.044220248,-2.501023396,0.000552846,5.92E-05,-0.032076284,1.91E-05,0.000136393,0.00299372,0.011191049,0.021448386,0.01127407,-0.00466507,0.107127936,-58.02026946,0.034623713,0.246710886,5.415104598,20.24260839,38.79630013,20.39277893,-8.438279071,-541.5979418,0.323199662,2.30295566,50.54801593,188.9573272,362.1492367,190.3591141,-78.76824116,-0.000596752,-0.00425215,-0.093331256,-0.348888562,-0.668668045,-0.351476805,0.145436744,7.125489066,156.3987276,584.6458064,1120.512423,588.983023,-243.7138721,21.94919199,82.0499198,157.2541074,82.65861017,-34.203108,3.738174955,7.16445997,3.765906745,-1.558285517,1.916566254,1.007418537,-0.4168573,0.525637209,-0.21750216,-0.413787601,1086452.574,21428.27556,9064992.815,8461659.39,-2940.14472,154463.3699,627668.0794,1170.767033,2117708.465,19768032.05,-36499.45932,61163529.4,8583765.806,391074.3415,104616.3827,54585.3202,103845.9973,-250964.4973
PI534148,24.63835854,0.069946546,0.075611245,21.54732631,5.679742984,2.609728952,82.87886167,0.732529672,0.035667758,-147.3309257,0.345557837,0.836464059,7.672540677,46.02716084,166.03224,0.447804511,1.694158986,0.002838929,0.003068843,0.874543906,0.230524407,0.105921381,3.363814255,0.029731269,0.001447652,-5.979737874,0.014025197,0.033949667,0.311406325,1.868109873,6.73877035,0.018175095,0.068761033,1.080986105,308.0541854,81.20119279,37.31033329,1184.888549,10.47270682,0.509928802,-2106.335962,4.940313073,11.95861846,109.6914872,658.0333602,2373.701762,6.402096099,24.22076683,284.9751573,75.11770261,34.51509053,1096.118205,9.688104935,0.471725584,-1948.531948,4.570191096,11.06269396,101.4735404,608.7343371,2195.867042,5.922459195,22.40617776,0.263593863,0.121116138,3.846364067,0.033996314,0.001655322,-6.837550217,0.016037156,0.038819854,0.356078548,2.136096153,7.705468306,0.02078237,0.078625021,0.459480114,14.59200916,0.128972327,0.006279819,-25.93971701,0.0608404,0.147271463,1.350860541,8.103740076,29.23235091,0.07884239,0.298280924,31.75765116,0.280691859,0.013667227,-56.45449334,0.132411389,0.320517599,2.939976074,17.6367591,63.62049204,0.171590429,0.649170476,0.008838559,0.00043036,-1.777665894,0.004169433,0.01009261,0.092575363,0.555354645,2.003312264,0.005403121,0.020441388,0.048691213,-201.1262225,0.471732204,1.141884201,10.47403399,62.83316925,226.6559928,0.611312453,2.312751349,-4130.64717,9.6882409,23.45154543,215.1113779,1290.441642,4654.967034,12.55488232,47.49833064,-0.002345454,-0.005677451,-0.052076919,-0.312406649,-1.126934072,-0.003039447,-0.011499005,2.420619561,22.20334735,133.1966923,480.4759793,1.295888743,4.902678529,9.172588584,55.02586794,198.4929755,0.535354156,2.025381686,5.998946474,21.63979925,0.058364567,0.220808081,3.6072666,0.009729136,0.03680781,0.002697094,0.010203795,3.783255742,1452319.644,58945.47081,20763278.86,19207720.39,67401.38535,255701.6485,556502.1008,17523.40241,1982608.623,40717995.89,-9857.534235,4202826.531,1736260.666,189287.9693,31553.53529,8747.214662,3243200.123,857251.0938
PI534155,-5.263661876,0.009849104,0.03921622,-6.958132331,-6.754758696,-0.145423405,-2.701062377,0.344057212,0.003336096,0.993629231,0.021214396,-0.054869808,0.249906558,-1.903751987,5.180107361,0.024785041,0.010690535,-0.001871151,-0.007450368,1.321918561,1.28328127,0.027627801,0.513152714,-0.065364611,-0.000633798,-0.188771478,-0.004030349,0.010424265,-0.0474777,0.361678245,-0.984126162,-0.004708707,-0.002031007,3.981704306,-706.4736363,-685.8246885,-14.76514057,-274.2444766,34.93284378,0.338720789,100.8852409,2.153941725,-5.571045687,25.37353225,-193.2918958,525.9470659,2.51647677,1.08543221,-177.4299601,-172.244003,-3.708246378,-68.87615341,8.773339528,0.085069298,25.33720064,0.54095974,-1.399161077,6.372530529,-48.54501512,132.0909403,0.632009958,0.272604927,0.970771807,0.020899776,0.388187842,-0.049446776,-0.000479453,-0.14280114,-0.003048864,0.007885709,-0.035915752,0.273601003,-0.744468072,-0.003562025,-0.001536409,0.02152903,0.39987548,-0.05093553,-0.000493888,-0.147100626,-0.003140659,0.008123134,-0.036997111,0.281838637,-0.766882667,-0.003669271,-0.001582667,18.57378027,-2.365899844,-0.022940573,-6.832663759,-0.145880204,0.377310711,-1.718475495,13.09109756,-35.62086412,-0.170433648,-0.073513165,-0.127378477,-0.001235105,-0.367866081,-0.007854093,0.020314158,-0.09252158,0.704816003,-1.917803678,-0.009176034,-0.0039579,0.009696342,2.887976757,0.061659501,-0.159478734,0.726351751,-5.533242498,15.05594762,0.072037558,0.031071968,297.8418927,6.35904791,-16.44730961,74.90987584,-570.6525907,1552.745161,7.42935436,3.204504257,0.021350415,-0.055221613,0.251508863,-1.915958113,5.213320218,0.024943954,0.010759078,-2.586442159,11.78004583,-89.73868396,244.1788744,1.168312374,0.503928308,-4.554536737,34.69580158,-94.40724336,-0.45170636,-0.194834556,-7.617855247,20.72817694,0.099177235,0.042778128,-2.720999056,-0.01301905,-0.005615508,0.004784658,0.002063767,0.431330113,-27728.71818,5267.952014,-2815354.384,-707072.6923,3985.080602,4105.064211,190675.7589,10265.85628,-80593.33508,-8311725.986,-27906.50406,-1307070.823,505354.747,-110956.3444,14565.29966,-5352.923452,-1118768.278,-2593763.44
PI534157,-9525.291123,0.178424,0.102227599,75.83133894,10.00901396,8.138327833,119.6321541,1.053210236,0.079620815,48.22554814,0.072862789,0.33891143,2.974858789,69.6367298,19.10432884,0.30322072,0.638949406,-1.87E-05,-1.07E-05,-0.007961052,-0.001050783,-0.000854392,-0.012559422,-0.00011057,-8.36E-06,-0.005062895,-7.65E-06,-3.56E-05,-0.000312312,-0.007310719,-0.002005643,-3.18E-05,-6.71E-05,0.57294758,425.0063822,56.09679156,45.61229325,670.4936206,5.902850698,0.446244982,270.2862172,0.408368766,1.899472208,16.67297438,390.2879075,107.0726404,1.699439082,3.581073198,741.7892968,97.9091169,79.60988905,1170.252994,10.30260168,0.778858307,471.7468521,0.71275066,3.315263517,29.10034874,681.1930469,186.8803433,2.966133627,6.250263244,0.131990469,0.107321431,1.577608358,0.013888852,0.001049972,0.63595802,0.000960853,0.004469279,0.039229939,0.918310698,0.251931841,0.00399862,0.008425928,0.813099858,11.95244152,0.105226173,0.007954911,4.818211695,0.007279717,0.033860621,0.297217968,6.957401603,1.908712378,0.030294764,0.063837398,14.69984456,0.129413592,0.009783437,5.925731812,0.008953042,0.041643866,0.365536858,8.556638566,2.347451373,0.037258356,0.078511141,0.008803739,0.000665547,0.40311527,0.000609057,0.002832946,0.024866716,0.582090411,0.159692258,0.002534609,0.00534095,0.075598216,45.78909937,0.069181619,0.321788964,2.82456312,66.11854636,18.13914088,0.287901417,0.606668436,605.6902111,0.915122371,4.256568222,37.36282774,874.6045862,239.9413883,3.808309678,8.024904135,0.001510875,0.007027633,0.061686365,1.443980058,0.396145396,0.006287554,0.013249189,4.651365057,40.82823118,955.7241889,262.1959595,4.16153052,8.769214244,8.777687987,205.4717652,56.36967994,0.894690154,1.885299076,23.40841524,6.421927963,0.101927769,0.214783104,0.274342705,0.004354322,0.009175465,0.015871833,0.033445268,2.107208923,-1188272.607,124.7492168,-6659824.935,-11623794.52,-15669.941,-118720.2467,-146009.4299,-9932.719313,-1128238.757,-14924145.28,-24639.89842,-16308360.22,-3506144.974,-399438.3235,-17063.87722,-62199.12864,-3918837.105,-1859728.792
PI534163,196.3515194,0.096273933,0.086446155,137.6875425,8.441471731,11.91688819,169.2417219,0.901639216,0.041130003,58.66014788,0.040968787,0.208955755,2.444290841,88.23828888,20.30828655,0.454647489,0.382801197,0.000490314,0.000440262,0.701229829,0.042991629,0.060691602,0.861932326,0.004591965,0.000209471,0.298750669,0.00020865,0.001064192,0.012448546,0.449389387,0.103428212,0.002315477,0.001949571,0.8979186,1430.164309,87.68180016,123.781047,1757.918442,9.365351453,0.427218473,609.3045771,0.425543921,2.170429201,25.38891651,916.5335452,210.9427337,4.722436036,3.97616661,1592.754966,97.65005446,137.8533055,1957.770384,10.43006733,0.47578753,678.5744024,0.473922604,2.41717813,28.27529859,1020.731217,234.9241164,5.259314193,4.428203861,0.0613089,0.086550228,1.229172362,0.006548444,0.00029872,0.426038165,0.000297549,0.001517608,0.017752447,0.640858914,0.147495454,0.003302023,0.002780217,1.41170741,20.04884068,0.106810666,0.004872373,6.949042744,0.004853275,0.024753474,0.289557428,10.45295082,2.40577558,0.053858794,0.045347685,14.20183853,0.075660626,0.003451405,4.922438386,0.003437876,0.017534423,0.205111502,7.404474008,1.704160199,0.038151528,0.03212258,0.005327523,0.000243025,0.346605714,0.000242073,0.001234659,0.014442602,0.521374327,0.119995745,0.002686379,0.002261861,0.045616918,65.059446,0.045438115,0.231750961,2.710941137,97.86429797,22.5237392,0.504245469,0.424561388,1426.213087,0.996080337,5.080373013,59.42841453,2145.350922,493.758456,11.05391347,9.307103651,0.000698409,0.003562142,0.041668678,1.504228886,0.346202444,0.007750534,0.006525746,5.100364725,59.66227053,2153.793065,495.7014387,11.09741159,9.343727917,11.69764787,422.2821664,97.18941006,2.175807455,1.8319725,36.09975025,8.308457493,0.186003843,0.156610331,0.230152769,0.005152497,0.004338266,0.022387289,0.018849507,0.84197363,-1572647.82,-8009.348869,-16335136.37,-18192224.08,-11421.8599,-186300.1939,-131967.9932,-9292.317536,-1744209.649,-38236025.35,-26809.47588,-38386487.45,-7526224.01,-643396.356,-17822.73704,-77438.72512,-3459048.729,-4108262.547
PI534167,367.4537795,0.75459194,0.163193208,69.64176727,69.98318117,5.692437106,90.02674019,1.935827861,0.236228882,46.69219266,-0.026727376,-0.32430836,3.167836611,268.6531333,-41.60354161,0.283842335,0.963180383,0.00205357,0.000444119,0.189525244,0.190454378,0.015491573,0.245001535,0.005268221,0.000642881,0.127069567,-7.27E-05,-0.000882583,0.008621048,0.731120887,-0.113221156,0.000772457,0.002621229,0.216266832,92.29063232,92.7430807,7.543729008,119.3051972,2.56539695,0.313055136,61.8774071,-0.035419641,-0.429779782,4.198079046,356.0243877,-55.13382719,0.376153414,1.276425485,426.7442746,428.8363586,34.88158096,551.6573953,11.86218398,1.447541138,286.1160287,-0.1637775,-1.987266279,19.41157138,1646.227415,-254.9342712,1.739302374,5.902086202,1.00490243,0.081738838,1.292711884,0.027796938,0.003392058,0.670462489,-0.000383784,-0.004656808,0.045487597,3.857643823,-0.597393536,0.004075749,0.013830499,0.081340074,1.286405372,0.02766133,0.003375509,0.667191629,-0.000381911,-0.00463409,0.045265685,3.838824255,-0.594479144,0.004055865,0.013763027,15.81514886,0.340070136,0.041498725,8.202496012,-0.004695243,-0.056971795,0.556499185,47.19474776,-7.308564124,0.04986306,0.169203518,0.02150281,0.002623986,0.518648043,-0.000296883,-0.003602356,0.03518773,2.984148185,-0.46212427,0.003152867,0.010698825,0.122029901,24.12001274,-0.01380669,-0.167529545,1.636424744,138.7794539,-21.49134355,0.146625813,0.497554768,197.6565785,-0.113141862,-1.372856513,13.41003089,1137.257775,-176.1153894,1.201556438,4.077318458,-0.000572416,-0.006945666,0.067845103,5.753705663,-0.89101709,0.006079011,0.020628296,12.13393952,-118.5240425,-10051.60913,1556.589099,-10.61991039,-36.03722246,-9.767977036,-828.3879378,128.2839013,-0.875223614,-2.969952373,84.80649931,-13.1331084,0.089601318,0.304049893,-0.154859692,0.001056538,0.003585219,-0.006822552,-0.023151404,3.393364081,-956591.426,-2603.297283,-1267693.671,-5861711.013,-13735.88672,-13668.87601,-168046.0246,-10625.63661,-494151.079,-4049426.201,-20487.18151,35790697.82,2949635.423,-301969.9384,-3560.693353,22993.02869,-3370150.642,-993159.1665
PI540816,102.5863898,0.113219163,0.0801761,217.6120328,4.11770927,112.9423007,-259.6071113,1.086671922,0.052661421,-39.33845719,0.016387615,0.090147354,1.835279907,20.7725156,13.44356092,0.436847738,0.158040318,0.001103647,0.000781547,2.121256369,0.040138943,1.100948195,-2.530619429,0.010592749,0.000513337,-0.38346663,0.000159745,0.000878746,0.017890092,0.202488026,0.131046242,0.00425834,0.001540558,0.708149555,1922.042411,36.36936685,997.5546352,-2292.96088,9.59795051,0.465128162,-347.4540545,0.144742412,0.796219934,16.20997594,183.4717293,118.7392714,3.858425789,1.395879586,2714.175837,51.3583135,1408.67791,-3237.961337,13.55356428,0.656821936,-490.6506712,0.20439526,1.12436692,22.89061093,259.0861323,167.6754163,5.448602999,1.971164956,0.01892225,0.519007608,-1.192981417,0.004993621,0.000241997,-0.180773355,7.53E-05,0.000414257,0.008433724,0.09545665,0.061777654,0.002007461,0.000726248,27.42843006,-63.0464888,0.263902051,0.012789009,-9.55348098,0.003979789,0.021892598,0.445704101,5.044677572,3.264815468,0.106089991,0.03838064,-2.298581751,0.009621479,0.000466268,-0.348305789,0.000145097,0.000798172,0.016249712,0.183921484,0.119030344,0.003867884,0.001399301,-0.004185833,-0.00020285,0.151530738,-6.31E-05,-0.000347245,-0.007069452,-0.080015203,-0.051784255,-0.001682726,-0.000608767,0.048461196,-36.20085914,0.015080554,0.082957287,1.688899722,19.11571945,12.37131524,0.402005177,0.145435172,-747.0071323,0.311188236,1.711829124,34.85055791,394.4541403,255.2829116,8.295403513,3.001064438,-0.00041658,-0.002291583,-0.046653581,-0.528046016,-0.341740929,-0.011104852,-0.004017451,5.500944212,111.9918876,1267.574076,820.3488509,26.65718868,9.643887828,20.35866631,230.428455,149.1287349,4.845929654,1.753133182,11.3184455,7.325073884,0.238027854,0.086112379,0.647180205,0.021030084,0.007608145,0.032494942,0.011755838,0.361774377,-593163.8303,-5782.090891,-5239076.276,-7398262.471,-2725.78599,-144051.8967,-5251.919134,2284.85201,-545853.6456,-11263726.22,15078.47213,-36195861.32,-6579936.085,-323200.7434,-28555.22372,-44122.52334,-1357827.405,-3753243.709
