,Sum_AEG_Sum_Cer,Sum_AEG_Sum_DG,Sum_AEG_Sum_DGDG,Sum_AEG_Sum_FA,Sum_AEG_Sum_GalCer,Sum_AEG_Sum_LPC,Sum_AEG_Sum_LPE,Sum_AEG_Sum_MG,Sum_AEG_Sum_MGDG,Sum_AEG_Sum_PA,Sum_AEG_Sum_PC,Sum_AEG_Sum_PE,Sum_AEG_Sum_PG,Sum_AEG_Sum_PS,Sum_AEG_Sum_SM,Sum_AEG_Sum_SQDG,Sum_AEG_Sum_TG,Sum_Cer_Sum_DG,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_FA,Sum_Cer_Sum_GalCer,Sum_Cer_Sum_LPC,Sum_Cer_Sum_LPE,Sum_Cer_Sum_MG,Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_Cer_Sum_PC,Sum_Cer_Sum_PE,Sum_Cer_Sum_PG,Sum_Cer_Sum_PS,Sum_Cer_Sum_SM,Sum_Cer_Sum_SQDG,Sum_Cer_Sum_TG,Sum_DG_Sum_DGDG,Sum_DG_Sum_FA,Sum_DG_Sum_GalCer,Sum_DG_Sum_LPC,Sum_DG_Sum_LPE,Sum_DG_Sum_MG,Sum_DG_Sum_MGDG,Sum_DG_Sum_PA,Sum_DG_Sum_PC,Sum_DG_Sum_PE,Sum_DG_Sum_PG,Sum_DG_Sum_PS,Sum_DG_Sum_SM,Sum_DG_Sum_SQDG,Sum_DG_Sum_TG,Sum_DGDG_Sum_FA,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_PG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_SM,Sum_DGDG_Sum_SQDG,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPC,Sum_FA_Sum_LPE,Sum_FA_Sum_MG,Sum_FA_Sum_MGDG,Sum_FA_Sum_PA,Sum_FA_Sum_PC,Sum_FA_Sum_PE,Sum_FA_Sum_PG,Sum_FA_Sum_PS,Sum_FA_Sum_SM,Sum_FA_Sum_SQDG,Sum_FA_Sum_TG,Sum_GalCer_Sum_LPC,Sum_GalCer_Sum_LPE,Sum_GalCer_Sum_MG,Sum_GalCer_Sum_MGDG,Sum_GalCer_Sum_PA,Sum_GalCer_Sum_PC,Sum_GalCer_Sum_PE,Sum_GalCer_Sum_PG,Sum_GalCer_Sum_PS,Sum_GalCer_Sum_SM,Sum_GalCer_Sum_SQDG,Sum_GalCer_Sum_TG,Sum_LPC_Sum_LPE,Sum_LPC_Sum_MG,Sum_LPC_Sum_MGDG,Sum_LPC_Sum_PA,Sum_LPC_Sum_PC,Sum_LPC_Sum_PE,Sum_LPC_Sum_PG,Sum_LPC_Sum_PS,Sum_LPC_Sum_SM,Sum_LPC_Sum_SQDG,Sum_LPC_Sum_TG,Sum_LPE_Sum_MG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PA,Sum_LPE_Sum_PC,Sum_LPE_Sum_PE,Sum_LPE_Sum_PG,Sum_LPE_Sum_PS,Sum_LPE_Sum_SM,Sum_LPE_Sum_SQDG,Sum_LPE_Sum_TG,Sum_MG_Sum_MGDG,Sum_MG_Sum_PA,Sum_MG_Sum_PC,Sum_MG_Sum_PE,Sum_MG_Sum_PG,Sum_MG_Sum_PS,Sum_MG_Sum_SM,Sum_MG_Sum_SQDG,Sum_MG_Sum_TG,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_PG,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_SM,Sum_MGDG_Sum_SQDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_PA_Sum_PG,Sum_PA_Sum_PS,Sum_PA_Sum_SM,Sum_PA_Sum_SQDG,Sum_PA_Sum_TG,Sum_PC_Sum_PE,Sum_PC_Sum_PG,Sum_PC_Sum_PS,Sum_PC_Sum_SM,Sum_PC_Sum_SQDG,Sum_PC_Sum_TG,Sum_PE_Sum_PG,Sum_PE_Sum_PS,Sum_PE_Sum_SM,Sum_PE_Sum_SQDG,Sum_PE_Sum_TG,Sum_PG_Sum_PS,Sum_PG_Sum_SM,Sum_PG_Sum_SQDG,Sum_PG_Sum_TG,Sum_PS_Sum_SM,Sum_PS_Sum_SQDG,Sum_PS_Sum_TG,Sum_SM_Sum_SQDG,Sum_SM_Sum_TG,Sum_SQDG_Sum_TG,Sum_AEG,Sum_Cer,Sum_DG,Sum_DGDG,Sum_FA,Sum_GalCer,Sum_LPC,Sum_LPE,Sum_MG,Sum_MGDG,Sum_PA,Sum_PC,Sum_PE,Sum_PG,Sum_PS,Sum_SM,Sum_SQDG,Sum_TG
PI656096,70.56189569,0.491688596,0.068267082,36.98118853,8.510898985,-24.06423997,1378.764317,1.511667602,0.034221475,-126.0088275,0.019110742,0.07383803,1.944068358,138.3777939,11.31999745,0.3979749,0.158221974,0.006968189,0.000967478,0.524095734,0.120616076,-0.341037322,19.53978566,0.021423285,0.000484985,-1.785791414,0.000270837,0.001046429,0.027551249,1.961083848,0.160426493,0.005640082,0.002242315,0.13884211,75.212622,17.30953097,-48.94203394,2804.141336,3.074441045,0.069599896,-256.2777099,0.038867571,0.150172346,3.953860985,281.4338078,23.02269675,0.809404373,0.321793051,541.7133323,124.6706132,-352.5013699,20196.62002,22.14343363,0.501288092,-1845.821201,0.279940799,1.081605184,28.47739053,2027.00613,165.819266,5.829674974,2.317690587,0.230141305,-0.6507157,37.28285574,0.040876664,0.000925375,-3.407376357,0.000516769,0.001996638,0.052569115,3.741842797,0.306101504,0.01076155,0.004278445,-2.827461589,161.9998451,0.177615503,0.0040209,-14.80558372,0.002245443,0.008675703,0.228421035,16.25889276,1.330058959,0.046760618,0.018590512,-57.29515327,-0.062818007,-0.001422088,5.23635185,-0.000794155,-0.003068372,-0.08078661,-5.750349652,-0.470407437,-0.016538021,-0.006574983,0.001096393,2.48E-05,-0.091392579,1.39E-05,5.36E-05,0.001410008,0.100363632,0.008210248,0.000288646,0.000114756,0.022638228,-83.35749693,0.012642159,0.048845414,1.28604222,91.53982911,7.488417054,0.26326879,0.104667173,-3682.156488,0.558442946,2.157651859,56.80843208,4043.595214,330.7863654,11.6293905,4.623470264,-0.000151662,-0.000585975,-0.015428033,-1.098159524,-0.089834956,-0.00315831,-0.001255642,3.863692567,101.7264745,7240.838557,592.3369037,20.82467078,8.27921688,26.32882216,1874.072129,153.3084979,5.389836386,2.142824962,71.17948985,5.822839204,0.2047124,0.081387042,0.081805015,0.002876003,0.001143406,0.035156801,0.013977209,0.39756772,1081148.286,15321.9847,2198847.593,15837036.72,29235.0876,127031.0326,-44927.58915,784.1429264,715202.3932,31592684.87,-8579.940852,56572806.78,14642160.52,556126.6826,7813.018663,95507.82069,2716624.305,6833110.861
PI656097,-297.9283999,0.648397261,0.27317412,6306.125034,13.22599956,-8.531395609,-173.1767349,13.55499865,0.146914355,45.88609134,0.032017476,0.139935793,2.225856544,195.6914038,19.82087772,6.197542302,0.279670003,-0.002176353,-0.000916912,-21.16657907,-0.044393215,0.028635725,0.581269644,-0.045497504,-0.00049312,-0.154017178,-0.000107467,-0.000469696,-0.007471112,-0.656840381,-0.066528997,-0.02080212,-0.000938715,0.421306715,9725.712012,20.39798801,-13.15766755,-267.0843095,20.90539158,0.226580777,70.76848419,0.049379413,0.215817989,3.432859261,301.8078815,30.56903367,9.558248732,0.431325083,23084.63566,48.41600498,-31.23061439,-633.9426837,49.62036169,0.537804808,167.9737865,0.117205379,0.512258603,8.148123778,716.3614317,72.55767021,22.68715023,1.023779275,0.002097326,-0.001352874,-0.027461672,0.002149497,2.33E-05,0.007276432,5.08E-06,2.22E-05,0.000352967,0.031031957,0.003143115,0.000982781,4.43E-05,-0.645047323,-13.0936595,1.024875177,0.011107996,3.469385518,0.002420798,0.010580357,0.168294013,14.79596328,1.498629848,0.46858782,0.021145472,20.298758,-1.588837192,-0.017220436,-5.378497663,-0.0037529,-0.01640245,-0.260901809,-22.93779503,-2.323286673,-0.726439446,-0.032781272,-0.078272631,-0.000848349,-0.264966835,-0.000184883,-0.000808052,-0.012853092,-1.130009779,-0.114454622,-0.035787384,-0.00161494,0.01083839,3.3851786,0.002362042,0.010323556,0.164209278,14.43684422,1.462255972,0.457214528,0.020632241,312.3322517,0.217932933,0.952499114,15.15070833,1332.010093,134.9145065,42.1847293,1.903626113,0.00069776,0.003049634,0.048508306,4.264721577,0.431958294,0.135063635,0.006094875,4.370606594,69.52004971,6112.018386,619.0643365,193.5674831,8.73491715,15.90627027,1398.437094,141.6426583,44.28847093,1.998559459,87.91734775,8.904831613,2.784340401,0.125646014,0.1012864,0.031669977,0.001429138,0.31267749,0.01410987,0.045125953,-1007950.924,3383.198529,-1554526.807,-3689774.58,-159.8368124,-76209.8108,118146.0772,5820.359907,-74360.09037,-6860806.24,-21966.3714,-31481273.38,-7202952.886,-452837.3255,-5150.716407,-50852.99141,-162637.1996,-3604072.35
PI656098,172.4125714,0.108930396,0.09357702,99.01895503,8.260046875,12.13093952,148.8800083,1.035262968,0.04498204,279.8001176,0.034745792,0.147165127,2.925989108,79.46500042,19.92977351,0.396561399,1.172550338,0.000631801,0.000542751,0.574314009,0.047908611,0.070359948,0.863510167,0.006004568,0.000260898,1.622852182,0.000201527,0.000853564,0.016970857,0.460900268,0.115593505,0.002300072,0.00680084,0.85905333,909.0112439,75.82866819,111.3641365,1366.744393,9.503894261,0.412942958,2568.613786,0.31897242,1.351001487,26.86108935,729.5025368,182.9587901,3.640502676,10.76421622,1058.154613,88.27003581,129.6358825,1590.988994,11.063218,0.48069537,2990.051603,0.37130689,1.572663116,31.26824426,849.1935383,212.9772201,4.237807537,12.5303236,0.083418845,0.122511286,1.503550591,0.0104552,0.000454277,2.825722788,0.0003509,0.001486232,0.029549788,0.802523117,0.201272307,0.004004904,0.011841676,1.468628412,18.0241118,0.125333789,0.005445737,33.87391402,0.004206488,0.0178165,0.354233959,9.620405504,2.412791817,0.048009582,0.141954441,12.27275167,0.085340708,0.003708043,23.0649998,0.002864229,0.012131387,0.241200535,6.550605604,1.64288788,0.032690081,0.096657834,0.006953673,0.000302136,1.879366617,0.000233381,0.000988481,0.019653338,0.533751988,0.133864672,0.002663631,0.007875808,0.043449869,270.269609,0.033562286,0.142152411,2.826324516,76.75827579,19.25092863,0.383053786,1.132611109,6220.262957,0.772437,3.271641906,65.04794141,1766.593962,443.0606854,8.815994083,26.0670778,0.000124181,0.000525965,0.010457426,0.284006315,0.07122861,0.001417302,0.004190671,4.235480571,84.2113226,2287.039541,573.5881183,11.41322086,33.74654217,19.88235365,539.9716757,135.424566,2.694669629,7.967582805,27.15833775,6.811294498,0.135530716,0.400736399,0.250799388,0.004990391,0.014755557,0.019897938,0.058834103,2.95679393,-1882591.668,-10919.10904,-17282519.22,-20118098.17,-19012.43723,-227915.3734,-155189.2715,-12645.02661,-1818467.12,-41852073.94,-6728.344803,-54181860.7,-12792376.17,-643403.5119,-23690.82813,-94461.26754,-4747289.25,-1605552.961
PI656099,0.730102398,0.013341548,0.001684148,0.450506155,-0.22343229,0.135628879,-11.63418888,0.02885676,0.00128222,-0.038851448,-0.000465603,-0.00214335,-0.044092359,0.599760364,-0.20776969,0.005734486,0.001800058,0.01827353,0.002306729,0.617045165,-0.306028702,0.185766927,-15.93500981,0.039524264,0.001756219,-0.053213698,-0.000637723,-0.002935685,-0.060392021,0.82147431,-0.284576096,0.007854359,0.002465487,0.126233345,33.76715716,-16.74710358,10.16590253,-872.0268977,2.162924367,0.096107279,-2.912064453,-0.034898712,-0.160652296,-3.304890735,44.95433026,-15.57313194,0.429821663,0.134921198,267.4979199,-132.6678272,80.53262428,-6908.055068,17.13433459,0.761346209,-23.06890035,-0.276461914,-1.272661323,-26.18080618,356.1208832,-123.3678151,3.404977213,1.068823757,-0.495958351,0.30105888,-25.82470575,0.064054085,0.002846176,-0.08623955,-0.001033511,-0.004757649,-0.097872934,1.331303374,-0.46119168,0.012728986,0.003995634,-0.607024521,52.07031135,-0.129152146,-0.00573874,0.173884662,0.002083866,0.009592841,0.197341034,-2.684304784,0.929900019,-0.025665433,-0.00805639,-85.77958473,0.21276265,0.009453885,-0.286454099,-0.003432918,-0.015803053,-0.325095654,4.422069768,-1.531898608,0.042280718,0.013271935,-0.002480341,-0.000110211,0.00333942,4.00E-05,0.000184229,0.003789895,-0.051551541,0.017858545,-0.0004929,-0.000154721,0.044433952,-1.346355193,-0.016134966,-0.074275503,-1.527973324,20.78405095,-7.200035367,0.198722465,0.062379064,-30.30014477,-0.363122467,-1.671593433,-34.38751763,467.7515683,-162.0390482,4.472311247,1.403860352,0.011984183,0.055167837,1.134896149,-15.43727173,5.347797822,-0.147600326,-0.046331803,4.603387516,94.69950421,-1288.137227,446.2380127,-12.31626145,-3.866079568,20.5716994,-279.8237651,96.93687771,-2.675477875,-0.839833613,-13.60236506,4.712147296,-0.13005624,-0.040824708,-0.346421176,0.009561296,0.003001295,-0.027600207,-0.008663716,0.313900414,-6602.751728,-9043.596819,-494901.4635,-3920528.796,-14656.29639,29551.46609,-48682.49149,567.5300439,-228811.2664,-5149469.125,169948.6641,14181081.01,3080575.111,149748.2075,-11008.98313,31779.18645,-1151411.17,-3668077.896
PI656100,35.32993398,-0.901491281,0.873157927,-155.9242022,15.7010485,10.93772606,543.1078803,-5.948952349,-0.244267106,60.86177236,0.156438849,0.365955184,-14.32210105,31.40897943,13191.05498,-2.098331531,-0.729333915,-0.025516359,0.024714395,-4.413373721,0.444412053,0.30958807,15.3724567,-0.168382776,-0.006913885,1.722668726,0.004427941,0.010358219,-0.405381484,0.889018911,373.3676658,-0.059392455,-0.020643512,-0.968570573,172.9625182,-17.41675025,-12.13292495,-602.4549449,6.599012627,0.270958923,-67.51232498,-0.173533402,-0.40594423,15.88712098,-34.84113499,-14632.48204,2.327622656,0.80903047,-178.575029,17.98191142,12.52662975,622.0041798,-6.813145898,-0.279751347,69.70305195,0.179164437,0.419116832,-16.40264677,35.97170506,15107.29568,-2.403152357,-0.835282933,-0.100696674,-0.070147712,-3.483153177,0.038152848,0.001566576,-0.390329221,-0.001003301,-0.002347007,0.09185297,-0.201437487,-84.59915009,0.013457382,0.00467749,0.696623927,34.59054853,-0.378888859,-0.015557375,3.876287137,0.009963592,0.023307691,-0.912174817,2.000438341,840.1384773,-0.133642765,-0.046451287,49.65455134,-0.543892973,-0.022332531,5.564389893,0.014302685,0.033458068,-1.309422175,2.871618767,1206.014386,-0.191843489,-0.06668058,-0.010953537,-0.000449758,0.112062031,0.000288044,0.000673817,-0.026370638,0.057831935,24.28809351,-0.003863563,-0.00134289,0.041060525,-10.23067068,-0.026296874,-0.061515904,2.407499709,-5.279749708,-2217.374457,0.352722867,0.122598715,-249.1607376,-0.640441732,-1.498176277,58.63295008,-128.5845643,-54002.58424,8.590315588,2.985804867,0.002570396,0.006012891,-0.235321787,0.516070732,216.737937,-0.034477003,-0.011983449,2.339285843,-91.55079557,200.7748057,84320.8391,-13.41311029,-4.662102292,-39.13621579,85.8273931,36045.54755,-5.733848358,-1.992959648,-2.193042719,-921.0279231,0.146510035,0.050923668,419.977192,-0.06680674,-0.023220554,-0.000159072,-5.53E-05,0.347578018,846477.3797,23959.21205,-938974.5605,969443.6177,-5428.774801,53912.15622,77390.61802,1558.580552,-142290.1597,-3465376.049,13908.1947,5410915.429,2313062.957,-59102.87721,26950.17142,64.17055958,-403404.9755,-1160617.054
PI656101,24.36640318,0.042564772,0.041268837,14.09169595,4.222035907,1.139712015,12.48135424,1.004789617,0.018822016,2.463466501,-0.019316219,-0.052896352,-2.850578605,-41.96133799,3.770601972,0.091016114,0.029774276,0.001746863,0.001693678,0.578324829,0.173272841,0.046773913,0.512236219,0.041236682,0.000772458,0.10110095,-0.00079274,-0.002170872,-0.116988075,-1.722098156,0.15474594,0.003735312,0.00122194,0.969553804,331.0647565,99.19084929,26.77594535,293.2320223,23.60613165,0.442197032,57.87571206,-0.453807653,-1.242726067,-66.97037141,-985.8231537,88.58503817,2.138296737,0.699505128,341.4609433,102.3056677,27.61677097,302.4401752,24.34741791,0.456083025,59.69314113,-0.468058246,-1.281750494,-69.07339349,-1016.780244,91.36680997,2.205444121,0.721471181,0.299611624,0.080878272,0.885724066,0.071303669,0.001335681,0.174816893,-0.001370752,-0.003753725,-0.202287831,-2.977735124,0.267576166,0.006458847,0.002112895,0.269943705,2.956240666,0.23798699,0.004458043,0.58347834,-0.004575096,-0.012528636,-0.675166831,-9.938650195,0.893076718,0.021557399,0.007052114,10.95132286,0.881617114,0.016514712,2.161481558,-0.016948334,-0.046412033,-2.501139383,-36.817492,3.308381348,0.07985887,0.026124386,0.080503253,0.001508011,0.197371732,-0.001547606,-0.00423803,-0.228386964,-3.361921886,0.302098787,0.007292167,0.0023855,0.018732295,2.451723684,-0.019224143,-0.052644206,-2.836990507,-41.76131728,3.75262832,0.090582259,0.029632349,130.8821812,-1.026256669,-2.810344659,-151.4491653,-2229.375329,200.3293368,4.83561983,1.581885625,-0.007841072,-0.021472324,-1.157141209,-17.03345183,1.530608178,0.036946357,0.012086333,2.738442287,147.5743544,2172.336996,-195.2039319,-4.711901007,-1.541413248,53.88989029,793.2747046,-71.2828358,-1.720650104,-0.562879581,14.72028798,-1.322749692,-0.031928996,-0.010444994,-0.089858955,-0.002169047,-0.000709565,0.024138351,0.007896425,0.327131925,-124109.0526,-5093.449848,-2915769.217,-3007331.006,-8807.247403,-29395.54644,-108895.0989,-9943.55662,-123517.4513,-6593823.581,-50379.84179,6425121.3,2346268.654,43538.1969,2957.700076,-32914.91743,-1363594.288,-4168331.438
PI656102,24.44753402,0.046372876,0.040622935,-82.79151853,-9.691712827,13.58124171,20139.40354,0.378690187,0.016429818,-27.9999219,-0.011569953,-0.092701511,3.843970703,-18.17604633,387.930251,0.085756809,0.92799479,0.001896832,0.001661637,-3.386497733,-0.396429056,0.555526038,823.7805715,0.015489914,0.000672044,-1.145306593,-0.000473256,-0.003791855,0.157233474,-0.743471563,15.86786834,0.00350779,0.037958626,0.876006386,-1785.343635,-208.9952946,292.8703795,434292.7461,8.166200206,0.354298015,-603.7995586,-0.249498277,-1.999045989,82.89265314,-391.954263,8365.455988,1.849288128,20.01158599,-2038.048652,-238.5773642,334.3244798,495764.3607,9.322078393,0.40444684,-689.2638775,-0.284813308,-2.281999333,94.62562651,-447.4331113,9549.537673,2.111044117,22.8441097,0.117061663,-0.164041462,-243.2544287,-0.004574022,-0.000198448,0.338197951,0.000139748,0.001119698,-0.046429523,0.219539956,-4.685627922,-0.001035816,-0.011208815,-1.401325231,-2078.002506,-0.039073608,-0.001695244,2.889058147,0.001193799,0.009565029,-0.396624495,1.875421471,-40.02700636,-0.008848468,-0.095751371,1482.883817,0.027883326,0.001209743,-2.061661407,-0.000851907,-0.006825702,0.283035291,-1.338319921,28.56368064,0.006314357,0.068329156,1.88E-05,8.16E-07,-0.001390305,-5.74E-07,-4.60E-06,0.000190868,-0.000902512,0.019262251,4.26E-06,4.61E-05,0.043385908,-73.93886304,-0.030552555,-0.244795124,10.15070058,-47.99714103,1024.400061,0.226456379,2.450538253,-1704.213779,-0.704204559,-5.642272625,233.9630755,-1106.284108,23611.3544,5.219583661,56.48235429,0.000413214,0.003310777,-0.137285051,0.649146323,-13.85469047,-0.003062752,-0.033142764,8.0122637,-332.2373769,1570.969818,-33529.11324,-7.412027649,-80.20731132,-41.46610613,196.0706583,-4184.72413,-0.925085335,-10.01056809,-4.728455999,100.9191487,0.022309433,0.241415677,-21.34293916,-0.004718122,-0.051055921,0.000221062,0.002392169,10.82123747,228004.8479,9326.292284,4916771.804,5612712.282,-2753.963835,-23525.75359,16788.2181,11.32133071,602088.0801,13877503.12,-8143.052994,-19706636.3,-2459559.125,59314.92862,-12544.24883,587.7470171,2658737.559,245696.2585
PI656103,151.478421,0.098422038,0.085629181,118.6956903,7.185607217,11.40520395,167.1405338,0.850428096,0.039260015,102.4559844,0.033145718,0.153738821,2.417537847,51.49260908,23.77714063,0.423653229,0.546022946,0.000649743,0.00056529,0.783581513,0.047436507,0.075292599,1.103395009,0.005614186,0.000259179,0.676373465,0.000218815,0.001014922,0.015959619,0.339933627,0.15696718,0.002796789,0.003604625,0.870020407,1205.986921,73.00811257,115.8805914,1698.202328,8.640626782,0.398894555,1040.986213,0.336771303,1.562036556,24.56297289,523.1817001,241.5835026,4.304454964,5.547771192,1386.159349,83.91540246,133.1929579,1951.910915,9.931521969,0.458488734,1196.507812,0.387084372,1.795402204,28.23263996,601.3441709,277.6756737,4.947533336,6.376598928,0.060538063,0.096087768,1.408143239,0.007164777,0.000330762,0.863182009,0.00027925,0.001295235,0.020367528,0.433820377,0.200320168,0.003569239,0.004600192,1.587228971,23.26046063,0.118351598,0.005463702,14.25850054,0.004612793,0.021395383,0.336441692,7.16607623,3.308995317,0.058958584,0.075988421,14.65476063,0.074564918,0.00344229,8.983266313,0.002906192,0.013479708,0.211967963,4.514834572,2.084762424,0.037145608,0.047874895,0.005088102,0.000234892,0.612993043,0.00019831,0.000919818,0.014464103,0.308079721,0.142258374,0.002534713,0.003266849,0.046165002,120.4757755,0.038975333,0.180778154,2.842730454,60.54904503,27.95902527,0.498164667,0.64205657,2609.67767,0.844261469,3.915913456,61.57760888,1311.578946,605.6324899,10.79095944,13.90786393,0.000323512,0.001500535,0.023595868,0.502582737,0.23207176,0.004134978,0.005329342,4.638270965,72.93665669,1553.522214,717.3518069,12.78153729,16.47340835,15.72496675,334.9356315,154.6593143,2.755668521,3.551626991,21.29960825,9.835271309,0.175241612,0.22585911,0.461758319,0.008227457,0.010603909,0.017817669,0.022964197,1.288844055,-1951588.602,-12883.60804,-19828776.62,-22791162.67,-16441.94997,-271596.8941,-171113.8715,-11676.33343,-2294830.817,-49709318.84,-19048.06843,-58879056.65,-12694182.19,-807262.8953,-37900.36351,-82078.35554,-4606570.816,-3574187.891
PI656104,-15.08786829,0.02374856,0.022032406,-23.46296264,2.118752888,1.59679081,18.23917386,0.190503321,0.010689498,3.905958609,0.05709784,0.053066478,0.501305221,-13.58629764,2.701662727,0.041387072,0.091412667,-0.001574017,-0.001460273,1.555087981,-0.140427584,-0.105832764,-1.208863539,-0.012626258,-0.000708483,-0.258880747,-0.003784354,-0.003517162,-0.033225716,0.900478277,-0.179061924,-0.00274307,-0.006058687,0.927736491,-987.974118,89.21605713,67.23737394,768.0117802,8.021678805,0.450111422,164.4713871,2.404265331,2.234513494,21.10886808,-572.0893237,113.7611175,1.742719226,3.849187789,-1064.929673,96.16529906,72.47464616,827.8339672,8.646505641,0.485171626,177.2824381,2.591539034,2.40856484,22.7530859,-616.6506643,122.6222301,1.878463596,4.149009795,-0.090302019,-0.068055805,-0.777360222,-0.008119321,-0.00045559,-0.166473376,-0.002433531,-0.002261713,-0.021365811,0.579052946,-0.115145848,-0.001763932,-0.003896041,0.753646553,8.608447905,0.089912949,0.005045184,1.843517775,0.026948796,0.025046091,0.236603911,-6.412403126,1.275119313,0.019533695,0.043144563,11.42239405,0.119303868,0.006694364,2.446130441,0.035757871,0.033233206,0.313945457,-8.508501897,1.691932787,0.025918907,0.057247741,0.010444734,0.000586074,0.214152167,0.003130506,0.002909478,0.027485084,-0.744896548,0.148124183,0.002269131,0.005011886,0.056111873,20.50336234,0.299720967,0.278559333,2.631477599,-71.31790459,14.18170937,0.217251185,0.479848157,365.4014962,5.341489267,4.964356343,46.89698381,-1270.994904,252.7399037,3.871750726,8.551633216,0.014618137,0.013586032,0.12834371,-3.478351667,0.691677255,0.010595881,0.023403389,0.929395548,8.779758129,-237.9476659,47.31637397,0.724844801,1.600982945,9.446740034,-256.0241078,50.91091095,0.779909913,1.722606643,-27.1018475,5.389257116,0.08255863,0.182349322,-0.19885202,-0.003046236,-0.006728299,0.015319111,0.033835707,2.208725154,150486.479,-9974.005343,6336656.995,6830233.643,-6413.788458,71025.96997,94243.07679,8250.728906,789941.5008,14077974.21,38527.41261,2635589.722,2835810.574,300189.3314,-11076.34199,55701.43063,3636074.533,1646232.229
PI656105,78.55470808,0.119250391,0.084499612,193.7124396,3.940104391,3.563134749,-663.2052436,0.590981153,0.043840688,-144.803079,0.104403696,-3.78570592,3.635503179,20.72826439,22.47058221,0.2301383,-0.445260816,0.001518055,0.001075679,2.465955821,0.050157457,0.04535864,-8.442590646,0.007523179,0.000558091,-1.843340553,0.001329057,-0.048191967,0.046279889,0.263870427,0.286050101,0.002929656,-0.005668162,0.708589808,1624.417643,33.04059925,29.87943862,-5561.451297,4.955800535,0.367635591,-1214.2776,0.875499818,-31.74585741,30.48629977,173.8213532,188.4319368,1.929874592,-3.73383107,2292.465435,46.62866847,42.16746878,-7848.618808,6.993891921,0.518827093,-1713.653775,1.235552371,-44.80145923,43.02390384,245.3060306,265.925271,2.723542689,-5.269382972,0.020339966,0.018393939,-3.423658516,0.003050817,0.000226318,-0.747515644,0.000538962,-0.019542916,0.018767526,0.107005334,0.115999686,0.001188041,-0.002298566,0.904324961,-168.3217442,0.149991243,0.011126783,-36.75107679,0.026497698,-0.960813609,0.922692096,5.260841422,5.703042351,0.058409189,-0.113007365,-186.1297117,0.165859894,0.012303966,-40.63923743,0.02930108,-1.062464988,1.020310327,5.81742366,6.306408204,0.064588717,-0.124963227,-0.000891098,-6.61E-05,0.21833826,-0.000157423,0.005708197,-0.005481717,-0.031254675,-0.033881792,-0.000347009,0.000671377,0.074182887,-245.0214837,0.176661633,-6.40579805,6.151639792,35.0743239,38.02250221,0.389417326,-0.753426423,-3302.938103,2.38143379,-86.35142577,82.92532213,472.8088293,512.5508566,5.249422639,-10.15633732,-0.000721005,0.026143822,-0.025106532,-0.143147953,-0.155180279,-0.001589319,0.00307494,-36.26026729,34.82159465,198.5395652,215.2278424,2.204311814,-4.264799368,-0.960323717,-5.475402694,-5.935638607,-0.060791383,0.117616325,5.701621858,6.180872662,0.063303012,-0.122475705,1.084055172,0.011102632,-0.021480854,0.01024176,-0.019815277,-1.934753214,1007253.031,12822.3127,8446538.577,11920208.95,5199.73334,255641.2041,282687.3251,-1518.76518,1704374.201,22975301.61,-6956.019427,9647675.996,-266067.4263,277060.1431,48593.2161,44825.40868,4376729.251,-2262164.093
