,DG(12:0_12:0),DG(16:0_18:1),DG(16:0_18:2),DG(16:0_18:3),DG(16:1_18:3),DG(18:1_18:1),DG(18:1_18:2),DG(18:1_18:3),DG(18:1_2:0),DG(18:2_18:2),DG(18:2_18:3),DG(18:3_18:3),DGDG(16:0_18:1),DGDG(16:0_18:2),DGDG(16:0_18:3),DGDG(18:0_18:2),DGDG(18:0_18:3),DGDG(18:2_18:3),DGDG(18:2_18:4),MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MGDG(16:0_18:1),MGDG(16:0_18:3),MGDG(18:2_18:2),MGDG(18:2_18:3),MGDG(18:3_18:3),SQDG(16:0_14:0),SQDG(16:0_16:0),SQDG(16:0_18:1),SQDG(16:0_18:2),SQDG(16:0_18:3),SQDG(16:1_18:3),SQDG(18:0_18:3),SQDG(18:1_18:3),SQDG(18:2_18:3),SQDG(18:3_18:3),TG(10:0_10:0_10:0),TG(10:0_12:0_14:0),TG(10:0_12:0_16:0),TG(10:0_14:0_16:0),TG(10:0_16:0_16:0),TG(12:0_12:0_12:0),TG(12:0_12:0_14:0),TG(12:0_12:0_18:1),TG(12:0_14:0_16:0),TG(12:0_14:0_18:1),TG(12:0_16:0_16:0),TG(12:0_16:0_18:1),TG(12:0_16:0_18:3),TG(12:0_18:1_18:3),TG(12:0_18:2_18:3),TG(14:0_14:0_16:1),TG(14:0_14:0_18:0),TG(14:0_16:0_18:1),TG(14:0_18:1_18:2),TG(14:0_18:1_18:3),TG(14:0_18:2_18:3),TG(14:0_18:3_18:3),TG(16:0_16:0_16:0),TG(16:0_16:0_18:1),TG(16:0_16:0_20:1),TG(16:0_18:0_18:2),TG(16:0_18:1_18:2),TG(16:0_18:1_18:3),TG(16:0_18:1_20:0),TG(16:0_18:1_20:2),TG(16:0_18:1_22:0),TG(16:0_18:2_18:3),TG(16:0_18:3_18:3),TG(16:1_16:1_22:5),TG(16:1_20:1_20:2),TG(18:0_18:2_18:2),TG(18:0_18:2_20:1),TG(18:0_18:2_22:0),TG(18:1_18:1_20:3),TG(18:1_18:2_18:2),TG(18:1_18:2_18:3),TG(18:1_18:3_22:0),TG(18:1_20:3_22:0),TG(18:2_18:2_18:4),TG(18:2_18:2_22:1),TG(18:2_18:3_20:3),TG(18:2_20:2_22:2),TG(18:2_20:3_22:0),TG(18:3_18:3_18:3),DG(18:0_18:2),LPC(16:0),LPC(18:3),LPE(16:0),PA(16:0_18:2),PC(14:0_14:0),PC(14:0_18:0),PC(14:0_18:2),PC(14:0_18:3),PC(14:0_22:5),PC(14:0_22:6),PC(16:0_16:0),PC(16:0_18:0),PC(16:0_18:1),PC(16:0_18:2),PC(16:0_18:3),PC(16:0_20:3),PC(16:0_20:4),PC(16:0_20:5),PC(16:0_22:5),PC(16:0_22:6),PC(16:1_16:1),PC(16:1_18:2),PC(18:0_18:1),PC(18:0_18:2),PC(18:0_18:3),PC(18:0_20:2),PC(18:0_20:3),PC(18:0_20:4),PC(18:1_16:0),PC(18:1_18:1),PC(18:1_18:2),PC(18:1_20:1),PC(18:1_20:4),PC(18:1_24:1),PC(18:2_20:0),PE(12:0_12:0),PE(14:0_22:6),PE(16:0_18:0),PE(16:0_18:1),PE(16:0_18:2),PE(16:0_18:3),PE(16:0_20:4),PE(16:0_20:5),PE(18:0_18:2),PE(18:2_18:2),PE(18:2_18:3),PE(18:3_18:3),PG(16:0_16:0),PG(16:0_18:1),PS(18:0_18:2)
PI656087_lowinput,2380840.027,1065149.662,2381057.311,2958117.523,33726.76023,367920.4522,398952.1951,727574.6632,3380830.977,948037.1589,712902.5016,42150105.75,379585.5421,1068139.984,11590275.24,223489.0871,2460525.541,603935.8697,34073157.2,620323.059,327152.2298,735840.9107,85843.87155,2522980.073,41242.04354,5628827.591,2690823.711,5373918.615,108544529.2,28986.46443,14848.49647,1527452.47,50491.58561,204939.0987,3691459.679,54488.51178,226802.7683,116593.7412,268978.3561,45534.3601,251190.2733,267716.9333,129743.4384,119362.3548,51697.42312,417325.6321,259486.824,23914.05062,171074.0913,4681.804655,30286.80792,48308.16754,15938.13495,4684.315664,3577.303604,9363.609985,6730.761845,226772.3759,123883.2778,21093.9574,15103.68246,1813744.298,74157.05087,130978.6123,8087.097081,3799.256205,120241.2415,1947.038496,11542.83698,37607.46057,28962.7939,6136.987826,1199971.796,5779300.503,1897.685112,552605.9148,3577.975851,331030.7521,19572.81968,1105211.888,2339.950221,2330.952511,2550.352965,3206487.785,137323.5692,3285.627329,1231.147642,4013.81456,102386.2541,576449.3194,285208.9903,75463.42339,200814.9055,248.4971536,801300.1275,26551.28615,45405.08589,18962.12517,732878.6553,696561.064,16212074.88,5387747.655,23394316.49,7554416.103,980759.9718,311685.854,3777869.462,1271.002263,42630.85027,94760.21057,7099281.177,8022460.145,1309763.442,868796.6561,344893.2547,6736.921603,18442.27377,2760254.127,134718.557,40799.16296,455621.8002,10816.24442,22934.00829,2155318.986,247503.1535,1008248.063,26786.9187,235151.3678,4896109.911,7768289.852,1444101.576,1940530.02,1521224.48,1281315.156,319447.0303,691819.4891,347536.7505,982584.3107,161510.7905
PI534046_lowinput,2015258.371,578753.2812,1631959.418,2538573.141,26126.36519,266356.5378,209257.2726,437598.3266,2669602.3,543943.2589,525227.8404,31655532.5,225072.4307,802335.7065,8661539.636,200939.5477,2069593.988,511447.5339,25296465.11,452700.415,223929.3647,532713.0323,49308.031,1819458.689,18790.67173,3725951.345,1241637.186,3396167.785,82054375.41,18218.27242,14273.67818,1100597.137,17703.78367,150457.2693,2470924.103,38988.11479,187533.3077,55182.86013,167648.4586,35699.466,209551.5629,247447.9703,120961.0287,128697.4726,54165.79991,385270.7726,241922.1032,15891.78706,182863.9017,4317.156202,24932.98434,51073.13056,3169.603874,2168.127223,2813.374836,8634.312702,5756.928442,221533.3397,126290.8992,11892.07306,9083.272743,1258745.807,101952.1277,162195.7187,10499.90546,4224.9153,102354.8768,2875.959233,17058.81286,32476.53515,67345.2517,9975.272667,1299925.956,4249704.635,2374.441091,427506.809,4759.741512,256578.2484,15293.5807,855013.5726,3711.147565,3023.527096,2943.940852,2822102.971,87507.16823,2122.172356,1526.509549,5242.507565,70900.11704,373826.4163,192065.4334,48937.5719,104311.6246,248.4971536,342657.9993,20874.23967,28596.41715,45063.90603,647549.0544,293629.6405,10545666.84,2449503.295,15222834.3,5647781.19,538855.0304,173239.5953,2569427.991,1260.979884,15130.84852,72708.34977,5327922.974,6128590.141,1092801.75,629351.1435,314080.241,9709.083421,7822.035261,1328981.886,87020.76512,37881.52033,336828.1077,14198.20858,23731.36066,1018248.706,180682.5765,857554.6333,15709.65282,159533.1252,2836337.343,4745431.894,1298244.013,1163415.955,1339923.666,699359.2743,145559.1173,498376.2944,230699.0483,712814.5858,124081.2915
PI533830_lowinput,2535664.851,809084.2699,2253690.618,3748859.898,31548.84248,406619.4753,305030.71,592311.6565,3888164.153,750726.2327,780675.3419,41579500.26,390047.1137,1288610.195,11658111.41,336885.0305,3204488.04,681546.1132,32444356.84,706120.0205,333526.8698,813238.9575,76216.25634,2466838.713,32938.63292,6548935.15,1864525.434,5093037.555,106632036.4,31442.99687,19117.85478,1679538.462,30843.5877,191727.9279,3377837.515,62799.31765,271607.5187,81463.05677,232578.3281,48334.42284,232675.8877,266159.3191,126362.9256,130873.2445,57891.06962,420946.2315,252725.7963,13600.70233,188758.6349,11365.37218,52361.2436,68412.91209,8339.003298,2318.534063,3472.926397,22730.75021,9047.60666,497802.9101,345965.2474,37813.96675,25029.03658,1964560.83,129464.399,225726.4645,9373.386231,10287.55847,176111.8012,9972.274906,25549.73826,119354.8702,65849.87866,18956.92021,2916105.635,7011495.955,4916.616864,973181.5544,15133.41436,560132.1663,47954.10535,1946362.611,9518.079067,5938.041407,9693.75588,5149402.043,156647.954,6625.275232,5563.226159,18195.56325,100504.0149,542037.4152,311737.9202,82603.95599,288883.0111,248.4971536,643738.982,29893.10073,40791.14454,42718.20828,788403.8322,566081.1084,13695459.35,3478888.169,19342820.09,8841164.742,742786.3031,156785.5976,4245935.148,2040.302766,18738.49093,126588.6073,8506961.171,7584427.783,1463439.354,913620.9765,438122.5354,5450.483213,13562.40157,1936242.084,126274.5398,21545.42389,487563.8993,8610.971652,33029.96542,1375365.643,272122.9707,1057655.803,24503.41686,214713.6059,4109910.221,6824048.051,1644904.627,1663756.335,1706098.181,998848.825,245118.2957,701063.0764,308449.7216,944922.5745,233395.8865
PI597971_lowinput,2435121.746,741036.1317,2040938.738,3744192.036,43052.15956,426516.9714,279071.0427,577189.9602,4027705.489,708744.412,861916.3945,44457522.58,368338.9193,1183026.868,12415588.13,281304.937,2505826,631020.7184,36708300.09,706157.9045,297661.0545,853034.0001,64545.92559,2682525.721,18924.04765,5376135.093,1639833.547,4177515.724,114484278.3,25254.91735,20895.74697,1546807.283,22383.7877,152042.9366,3558920.749,48254.87447,220464.7277,76404.96082,205212.5761,51958.73675,322925.2682,357770.5432,188103.4886,184771.4186,82179.15302,552114.8512,376206.9765,20028.98941,267183.9784,12608.66443,65137.66168,77206.71435,6691.024989,3185.643743,5316.608646,25217.32928,5097.629429,338950.5605,206400.2134,26978.18584,14787.82314,1862972.96,139505.0565,247482.4109,8360.760748,15941.12215,147801.6672,6513.963096,32415.87231,86264.79728,39406.4505,19791.75301,2375045.029,6610018.892,5576.457437,696059.4522,7821.641218,446141.0637,23921.94309,1392118.969,4514.213258,4254.88657,5145.442138,5742319.16,133382.9658,9629.448422,2066.884448,9791.544962,88790.02506,620095.7794,332753.1821,66754.77491,231476.2904,778.2486119,552510.6981,15533.09546,55636.38983,33533.38525,1262222.291,507943.1999,17855461.44,4596491.452,25499926,8525897.022,1132947.389,337196.85,5581318.731,3076.163133,27605.85169,74654.21871,8252302.029,7838998.935,1336424.051,981916.7939,598307.856,8378.572077,18231.65698,2441715.54,131309.3249,50656.91294,530750.778,11585.79122,41636.20676,1921670.746,234737.204,1732834.144,25446.13413,222782.7959,4568252.939,7340299.942,1720813.526,1930950.277,1779125.133,1143381.765,225731.8623,827765.9777,310772.347,1127798.432,180505.7317
PI656041_lowinput,2356265.102,719604.8611,2040861.691,3382183.497,47791.66867,361332.0899,262219.9821,538133.21,3465651.283,666043.4762,703914.7671,40709161.48,317629.0575,997592.8053,10518943.07,227074.1001,2111648.858,601074.8192,34534500.22,575176.3517,268723.8769,722664.1869,71002.44949,2471280.112,18858.82644,4477318.648,1603783.288,4013334.008,105506180.5,15959.14504,16118.16526,1321036.473,25040.05545,147189.3888,2787381.055,37872.09645,174583.7421,72140.58185,196149.3121,41674.31697,190652.063,218462.7505,90420.24764,116911.3509,48011.62225,333044.9663,180840.5,10942.31346,165146.0963,6667.576469,31638.80589,66652.13594,3627.134579,2374.695747,3106.434924,13335.15431,5339.308855,229473.0296,125672.4955,15607.6054,9459.564469,1576198.327,110172.1096,165369.3567,8694.886714,7908.526286,109196.3966,2250.60557,19455.88184,48150.37921,31719.125,10012.77686,1503839.076,5600744.547,2082.096511,510583.4605,4710.966503,307866.1926,20077.12544,1021166.839,3857.927788,2910.468704,3580.555835,3746611.306,115722.8022,2389.787682,1516.67917,5320.16314,79533.87515,570281.7141,297357.6089,66359.97595,228668.6906,1396.569875,530136.8858,17199.9719,67533.84059,36475.28424,949257.4186,469962.6058,17013952.94,4782221.39,24284396.43,9288188.198,1026568.658,270428.973,5230606.514,2916.707108,28550.40783,84272.87159,8924941.273,10863401.92,1378854.588,1174271.288,433056.4705,6338.785025,16763.0081,2713242.62,134427.2956,29693.00227,624043.6088,11704.26858,38634.11569,2089464.231,227172.8902,1186383.554,25287.97987,203909.6412,4553659.124,7311166.833,1543575.797,1874010.567,1584067.471,1134765.833,236959.1337,779083.8966,322783.6836,1003229.855,167353.7745
PI576387_lowinput,2557264.463,844464.1802,3184082.142,3114001.904,80587.49813,424961.3852,467395.6059,989085.6392,3999953.678,1196440.004,801536.8583,41075160.81,467775.9014,1256986.736,12555041.5,283237.6601,2847388.796,595368.9993,32305901.99,686151.3783,382521.4404,849922.7774,113786.3144,2436494.079,32155.94947,6275348.776,2722314.223,5317693.664,105827094,24466.58377,16708.53596,1334677.062,35173.3632,190462.3417,3249686.347,47825.48496,195698.3383,93018.36188,231189.3998,76456.27293,322187.6804,356556.391,185012.9595,182504.0532,76814.44574,560128.7869,370025.8692,23588.08663,259533.0723,11248.11215,57910.11514,80195.42317,4774.464464,3029.127103,5031.377209,22496.22963,14156.32875,309676.8749,131562.2151,12551.6087,11715.46064,1801517.178,130097.6083,224216.1281,8799.797768,12122.51128,157776.3,5341.371613,30317.89316,94473.98841,34515.30197,16263.50663,1015736.223,5795903.2,2917.715514,748394.4193,7526.421484,502661.1822,51189.15324,1496788.709,3258.791501,4657.927105,5066.308777,2865570.092,184769.5201,2273.304725,1340.889758,7673.643456,125134.4929,569421.7072,208764.204,71640.04899,248857.0337,1821.026171,528931.6606,25961.91253,62489.06333,38728.769,668854.6599,473566.4646,20664916.18,4075754.987,29483429.72,5864726.326,980643.3957,341654.8514,4252823.59,4399.042875,44036.56516,154387.9688,5570397.479,7036527.887,1363266.275,1139474.087,364119.5758,4709.384285,35593.90106,2241904.06,143599.2524,32888.97575,603941.8398,7719.648352,37456.78924,2163200.602,270485.0381,897160.7095,26681.46693,207079.932,4881433.92,7964796.621,1212860.233,1782624.436,1275558.231,1229470.966,214922.2587,583173.0026,348161.9287,999715.7375,180568.0385
PI534124_lowinput,2485366.326,727542.0664,2455885.091,3541514.952,56154.79148,403939.7658,327160.3569,670538.2057,3847235.635,858991.9926,861932.7759,45941011.73,316344.7229,1247320.41,13610404.77,266087.2863,3324102.058,693694.3168,35926437.94,668456.129,362024.6679,807879.5385,88925.12955,2781867.386,18777.78741,6836159.425,2425639.162,5136262.944,115706635.6,26034.85318,18547.74291,1387697.999,20601.91695,194364.2952,3563723.349,48448.08569,203170.3826,80927.15981,245480.205,46114.26725,247941.7358,287064.0321,136777.7456,155020.7267,65275.21434,444077.1447,273555.4919,22293.72632,220503.4308,5719.184381,55928.56976,73058.25363,10317.49656,3296.648537,4475.513794,11438.36905,7891.052619,632163.8486,352340.7304,37999.64497,23786.22901,1962041.612,158964.8502,263564.1948,9600.255068,13717.54806,177053.8189,8326.966743,31655.55522,84279.31625,51837.76213,25634.41358,2540909.669,7968447.354,3766.826137,870013.3817,16863.86541,517967.588,67470.42261,1740026.737,16408.96348,12448.32808,17016.52686,5852174.511,226670.4333,14007.42499,12002.05632,35260.80054,89221.59382,567991.7954,328837.8137,72745.83405,275937.2721,1909.725146,586383.1482,15240.25275,55859.29121,60013.30144,811541.5322,519751.908,15739993.88,4424171.127,22541694.23,7158532.796,866799.872,274152.2377,4544808.882,3948.308501,25841.9458,76573.98479,6835389.951,10486047.77,1406584.123,930832.7409,363694.5324,4668.647685,17605.82073,2529031.464,129395.0009,26968.98194,495307.6971,7403.733198,32738.12833,1793640.948,261899.4331,1050271.604,26158.49664,189440.0883,4473044.765,7415597.301,1417486.798,1804063.839,1472657.132,1129747.36,199469.9833,710134.4509,277256.1822,1041526.406,260334.9126
PI597966_lowinput,2311032.687,752984.897,2013515.537,3217009.333,50777.23232,356496.49,252892.2775,518060.0675,3421288.611,644676.6379,683649.7274,36816765.38,312863.4437,969982.5275,9961143.234,208169.598,2164562.893,632833.9298,30718035.64,570269.0484,269964.0327,712993.0369,72854.41391,2222372.798,35797.8409,4960903.548,1802778.617,4237450.101,93421297.08,19848.24388,14592.02996,1274964.832,23110.7037,171200.5496,2768543.285,42359.39927,176143.0913,69242.70451,198801.8938,40469.17253,191020.0946,202928.5909,105611.0025,106450.3425,42612.09886,306086.9714,211222.0261,10415.36993,149264.311,4602.563071,33193.96606,54849.69993,4352.919894,2430.812023,3271.277673,9205.126394,5531.772941,242247.3033,138084.2996,18687.31146,10945.64997,1589217.726,99799.85785,148741.8265,7594.772771,6140.538998,110732.7199,2371.065526,15048.07896,47756.04907,30208.43218,9799.788453,1472155.214,5397475.007,2002.372819,506691.951,4570.044386,294853.6654,18021.79472,1013383.878,2783.248975,2810.93889,3143.089446,3438534.553,115336.2757,7492.159499,1396.649568,5114.193509,76539.4932,530499.5151,206303.8845,69829.86616,128121.1682,1337.744145,570762.8244,16135.69447,52821.07734,43306.15747,845860.2525,494760.2179,15579279.27,4258109.697,22323618.35,7905748.996,901604.5562,265617.5342,4227236.311,3046.2894,25979.92387,75585.10884,7484184.996,8274879.498,1587716.644,848034.4956,385198.2006,10921.86755,16903.23799,2372875.434,117850.7468,55108.06939,455638.5569,15913.9288,33613.7589,1735970.904,225235.3607,1153442.582,25407.17534,194007.33,3898607.599,6323675.87,1510365.455,1568655.982,1558626.791,964607.6125,181722.7737,637595.9466,362211.1945,874102.2359,240887.4858
PI533912_lowinput,2569343.044,883914.4995,2294171.981,3826777.739,60416.01422,437503.8663,356998.7603,678924.9325,4046604.567,832744.0366,880346.1704,44930252.92,386931.7856,1215703.739,12994236.26,258751.3645,2973727.547,746882.1463,34824782.65,767616.5811,342223.3578,875007.7394,85319.28161,2682097.08,67551.4551,6419564.595,2099612.101,5361371.889,113243020.3,28758.3825,24254.84094,1942079.213,31829.38145,209518.8048,3403887.88,50884.94638,209605.9809,85822.16988,234114.932,49010.79136,274702.172,318389.9347,147383.4266,156939.5919,65613.42013,465094.0486,294766.8548,14973.62484,222750.5173,8260.762624,51257.91637,77291.25967,4500.469578,2393.932736,7272.120538,16521.52546,6049.11071,287430.0912,169931.9059,17267.50339,12746.11687,1867701.12,139060.7039,197050.5427,12308.31554,7404.569168,120654.5444,3360.604581,19922.64733,45663.23826,64184.26483,16007.60149,1821459.759,6353756.66,2666.072751,652383.1805,5538.260357,352410.27,28433.56571,1304766.14,6887.716612,4244.456741,5861.146071,4305594.212,134211.276,2890.266899,2031.341556,9982.643498,89124.6065,638833.7031,263823.5628,83671.24033,208969.5442,1740.767463,689933.0148,29829.17758,93743.43986,86591.67301,1424269.988,641619.6762,20839308.55,6048114.582,29917415.44,12257100.32,1302544.868,365039.5936,7260379.302,4071.106737,32411.38049,139762.2454,11731826.92,8597020.507,1262697.202,1037492.699,576264.4408,7855.028712,19493.58924,3245325.575,146868.9257,50371.37166,551914.9952,11000.60884,36235.80185,2315693.408,283037.7062,1958563.337,23747.06435,241744.2271,5102743.36,8033210.822,1876904.67,2189807.071,1943615.228,1300309.918,317764.9161,928582.6948,377710.3156,1127051.154,270307.4969
PI656111_lowinput,2589344.891,761254.3013,2193868.423,3654222.364,29747.44923,463763.153,299283.2478,571345.1086,4445437.462,701302.1354,829296.7126,41401450.49,389679.5204,1084606.346,12331792.19,263983.1052,2755684.766,575848.7743,33400541.5,702992.5716,308500.8165,927526.2127,75008.60176,2504866.996,45145.31518,5632623.515,1558247.225,4152954.06,104415067.1,27692.77565,24358.51471,1937201.391,44105.1342,185069.6108,3627773.86,65984.83267,250207.3174,76188.9998,208804.8857,49657.26135,285044.8835,339893.9306,202212.3045,197825.9262,78841.33899,533813.9579,404424.6108,29795.35346,276861.404,18305.79245,80804.55801,84659.88544,7521.104233,4232.159951,5870.183283,36611.59007,7182.402917,316187.6648,148487.2325,21925.53751,10425.0051,1665654.892,144843.2108,224112.0132,16013.84952,13692.30935,117780.7942,3959.386325,31802.45028,54453.30017,139887.3388,17344.17494,1434902.802,6446381.814,3368.803023,638866.7735,6274.594874,389514.4572,15755.53871,1277733.529,3345.767432,3283.878342,4391.118489,4517854.979,138629.823,2456.246721,1403.029295,4873.220129,104929.1191,605964.9458,245758.695,62127.40661,184992.0826,2375.895595,620594.7452,15061.55747,59047.91691,46603.74295,934509.6559,561004.1647,16442435.97,4910028.667,23543563.87,7880705.649,967050.8263,270790.8681,4717826.777,3894.539279,29385.08378,73110.11868,7440535.523,8809791.228,1665032.259,1270829.298,505675.0633,4800.390995,20474.64885,2787819.49,141914.7534,27027.7173,673350.0882,9146.440499,40878.14811,1743591.145,247349.2052,1202828.312,21536.22502,184925.6495,3996041.988,6474913.152,1440491.907,1602460.31,1500882.11,985147.7733,210703.7667,659903.5007,293637.7957,942163.7363,253078.2348
PI576333_lowinput,2561866.225,878085.1798,2556688.863,3949781.4,49943.80044,453153.7585,322683.8327,699319.8037,4113516.255,848629.9307,1125275.212,47124609.25,409090.22,1310954.547,13473463.39,303378.7395,2982950.797,754301.4221,37505219.78,794374.4146,346050.8819,906307.5238,94468.27345,2810887.811,45140.54877,5490668.759,1768242.201,5009718.366,116992509.3,28456.42997,24952.81011,1818020.214,37476.42195,194221.6176,3525133.948,56742.8538,239804.8674,87131.68818,264139.4208,49542.6051,219259.5945,266254.9459,149285.7625,168618.8064,60303.44625,429671.381,298571.5772,20355.21318,229114.0254,12302.83444,61598.85329,76614.04484,4323.397977,2904.960545,4720.389502,24605.66902,11297.47255,453928.0764,190212.7626,32552.33556,11388.38903,1812641.141,135904.7513,298034.2575,14442.47438,11477.34151,196377.4307,4548.302476,18166.79976,66212.34117,38446.32374,15913.63304,1871997.845,7302352.967,3165.223626,533841.1833,5349.732588,414361.9326,38372.96389,1067682.401,3372.246873,3954.933903,5894.473649,6065549.346,165762.2655,2715.833498,2096.595693,9431.583029,108802.4614,699733.43,400078.6776,87285.86501,261245.7257,2777.742236,653223.8414,34850.21255,77384.75661,48313.59622,1087149.273,592387.8152,17871268.72,5685605.839,25618942.01,8606427.38,1144373.451,328608.1604,5804383.66,3655.09889,46960.52138,164322.3982,8162991.618,9178028.594,1863118.876,1333058.841,606692.9787,4946.911228,24451.3092,3244125.782,130286.6754,48822.05485,698419.3621,7507.53195,34647.7586,1983651.802,294219.9929,1407448.002,28682.30366,211020.2671,4968780.423,8178558.856,1753668.63,1988215.907,1833521.605,1202792.224,276559.3516,824148.0692,364310.1348,1155122.809,211200.0885
PI656056_lowinput,2461932.543,745249.0624,2279152.801,3279636.04,47483.36691,426520.5913,298984.6074,602264.6759,4081326.905,747092.969,813675.2248,41038250.34,379801.206,1218254.694,12379481.21,305935.1866,2627424.888,609960.2975,32807990.02,694856.5047,308028.7271,853041.1893,83555.74577,2521659.791,19630.47905,4971360.778,1755946.84,4678872.062,105138078.6,25527.20206,17454.69598,1325839.634,19756.3887,177480.9254,3189786.37,48445.73043,201500.947,76055.24888,214779.6032,44557.61021,340536.8203,366939.7479,174249.6422,184293.804,74559.44275,521623.5494,348499.2869,20412.3914,259043.4608,6278.221521,57901.05455,74405.56047,3025.42143,2694.660241,5863.672988,12556.44314,12946.32611,267707.7784,134354.3793,16883.06926,11972.16703,1715579.465,135366.4728,184797.4953,15156.61678,11532.90108,125578.2004,2911.692802,18351.2747,49338.70262,134853.1654,10585.68105,1382750.887,6679592.121,2872.9047,471976.013,7194.203498,332336.3516,24640.04839,943952.0635,3609.831522,3283.283881,3847.146951,4281306.804,143397.5624,6949.051766,1339.415857,5594.943323,97860.85388,578189.2921,225894.5068,74334.27556,272069.8758,2695.15658,689989.9291,18190.86922,74068.71711,68845.99323,1099889.107,619138.5097,17957009.55,4860622.482,25836128.23,7610628.899,1091233.862,254958.4229,5717541.872,5606.827534,33987.6889,88500.51825,7136025.507,7504994.039,1734942.716,1165863.525,498057.8472,4934.53374,23519.47618,2719215.055,155621.6325,26119.15039,614627.193,7979.037875,36461.91923,1794591.317,238270.1048,1496334.85,26529.91162,212744.1,4701919.103,7486543.43,1640186.302,1913151.316,1711381.883,1200117.816,203288.9169,748043.9057,303975.3333,996268.4973,192908.9968
PI534112_lowinput,2598618.342,957342.9265,2400995.237,3853207.977,47149.09373,451939.0098,326739.9145,679988.383,4017225.373,867278.197,942828.0601,45638934.92,374290.3004,1204997.836,13377812,255652.2159,3752018.283,644653.4587,36591964.78,773648.8364,349357.3752,903877.9761,88154.78783,2785481.7,32967.26215,5675253.523,2370527.554,4729016.399,113029096.9,30604.31356,20561.26617,1514094.099,25414.56245,160905.1842,3561812.85,53898.18822,225770.3226,83272.67081,217733.6988,50239.24928,247404.1763,290626.3537,168019.235,188585.7399,67995.9943,464743.2948,336038.4728,34676.24051,256770.9897,7388.616586,71416.06911,87598.11993,6361.950711,2623.052464,5925.495535,14777.23523,13251.93158,339454.4733,178877.766,11405.66787,16233.54647,1950236.462,142557.8229,215428.7964,10312.94286,6286.944476,113108.445,3720.277069,33756.89905,77569.65088,32662.01952,17050.5032,1725701.927,7143771.275,5174.042384,636400.9159,5486.429104,363422.0197,27501.90636,1272802.022,3029.210466,4421.334236,3404.015795,5159954.847,146603.7725,2594.008058,1209.052398,7052.982138,88754.66185,803810.2689,489901.1293,96779.0833,229311.4854,3610.281374,772054.6841,32819.37786,86565.34154,189517.8434,1865576.524,674665.58,23235346.17,6992112.483,33056560.91,12142826.6,1269574.077,428595.958,8213430.837,4829.302679,43181.79197,130602.5532,11521748.5,7874063.494,1847233.292,1131627.247,610848.2792,5597.212857,26369.76067,4093662.413,218794.9554,49589.21495,596372.457,8489.224952,34607.44094,2911292.324,298589.7764,2558963.7,30818.69022,224270.218,5705702.469,9140394.868,2135700.889,2363562.492,2215898.112,1444171.796,274066.859,963229.815,384826.3412,1222545.028,455514.9987
PI576428_lowinput,2498482.617,757754.0995,2269657.172,3349567.403,95106.38445,398418.0722,339777.3965,696324.9331,3840003.617,846469.3111,895200.225,43990214.14,357325.6248,1029027.974,11759512.62,250644.5967,2537621.231,629433.0638,36161256.63,637017.7045,284533.2494,796836.2009,79503.57372,2686875.302,20131.67225,4499096.443,1703404.355,4418251.131,110995501,22878.20108,12562.55152,1249231.308,25455.0652,151428.2939,3085829.112,44864.32783,204224.5106,74840.83785,211578.1237,42632.98492,198100.6279,214364.6806,103294.8324,117788.4006,39137.85174,333622.9988,206589.6678,12108.0189,157114.9912,7746.221544,26570.48078,66073.83082,2764.534188,2898.839141,4470.491435,15492.44511,6713.09595,273802.1133,149849.1057,18183.59061,10157.65572,1546129.731,116364.0292,150825.5303,9190.394799,4190.472635,136227.826,2925.492547,17812.63177,48493.07233,58569.83175,7699.465758,1617756.467,7551309.93,1996.437271,720617.2955,6264.020406,377702.1925,26692.80893,1441234.484,3959.050794,3026.608924,3828.147079,5294721.966,177379.1545,6808.562411,1194.194672,7604.421599,92399.96574,466454.5468,163913.7962,59010.75323,195135.7567,3702.282562,475872.3321,19087.78588,57967.06302,54992.51857,916913.9912,433605.6578,15024606.29,3577455.227,21627788.4,7166286.861,868610.3679,272708.2183,4514389.479,3586.673088,30322.04572,83391.51748,6918106.892,9513200.391,1215208.816,860572.0052,380101.8852,5169.597907,16773.95704,1926912.957,141186.9896,25265.89959,461518.3303,8231.987362,34100.43464,1769487.963,249684.793,1216967.196,18179.6133,189677.4411,4297293.958,6940839.165,1576473.854,1731748.892,1620906.459,1078847.009,213443.9239,688904.3024,320770.1586,1027767.578,219772.283
